,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,3.0,0,0.0005323999794200063,"[2, 3, 0, 2]",geometric,6,0.99,0.001,5.999967895294283,6,4096
1,4096,0.0,408,0.10657479998189956,"[1, 3, 0, 2]",geometric,6,0.99,0.001,5.993576765417611,6,4096
