,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.03338949999306351,8.0,500.0,500,0.2,4096
1,1,0.10320069998851977,71.0,1002.0,500,0.2,4096
2,2,0.16331059999356512,76.0,1504.0,500,0.2,4096
3,3,0.22895859999698587,76.0,2005.0,500,0.2,4096
4,4,0.2906634999962989,76.0,2506.0,500,0.2,4096
5,5,0.3766146999987541,76.0,3007.0,500,0.2,4096
6,6,0.43548960000043735,76.0,3508.0,500,0.2,4096
7,7,0.5053470999991987,78.0,4010.0,500,0.2,4096
8,8,0.574684499995783,78.0,4511.0,500,0.2,4096
9,9,0.6347796999907587,82.0,5013.0,500,0.2,4096
10,10,0.6951834999927087,82.0,5514.0,500,0.2,4096
11,11,0.7558844999875873,83.0,6016.0,500,0.2,4096
12,12,0.8168688000005204,83.0,6517.0,500,0.2,4096
13,13,0.8772448999952758,85.0,7019.0,500,0.2,4096
14,14,0.9376101999951061,85.0,7520.0,500,0.2,4096
15,15,0.996026199994958,89.0,8022.0,500,0.2,4096
16,16,1.0539782999985619,89.0,8523.0,500,0.2,4096
17,17,1.1468047999951523,89.0,9024.0,500,0.2,4096
18,18,1.246240399996168,89.0,9525.0,500,0.2,4096
19,19,1.348278699995717,89.0,10026.0,500,0.2,4096
20,20,1.4225493999983883,89.0,10527.0,500,0.2,4096
21,21,1.5032885999971768,90.0,11029.0,500,0.2,4096
22,22,1.5686387999885483,90.0,11530.0,500,0.2,4096
23,23,1.631725799990818,92.0,12032.0,500,0.2,4096
24,24,1.6943922999926144,93.0,12534.0,500,0.2,4096
25,25,1.7652374999888707,93.0,13035.0,500,0.2,4096
26,26,1.8273036999889882,93.0,13536.0,500,0.2,4096
27,27,1.8876941999915289,93.0,14037.0,500,0.2,4096
28,28,1.9573700999899302,93.0,14538.0,500,0.2,4096
29,29,2.017634999996517,94.0,15040.0,500,0.2,4096
30,30,2.079015499999514,95.0,15542.0,500,0.2,4096
31,31,2.14569869999832,95.0,16043.0,500,0.2,4096
32,32,2.216970899986336,96.0,16545.0,500,0.2,4096
33,33,2.274973499996122,96.0,17046.0,500,0.2,4096
34,34,2.342827899992699,96.0,17547.0,500,0.2,4096
35,35,2.4101830999861704,96.0,18048.0,500,0.2,4096
36,36,2.471485499991104,96.0,18549.0,500,0.2,4096
37,37,2.5314539999963017,96.0,19050.0,500,0.2,4096
38,38,2.595887799994671,96.0,19551.0,500,0.2,4096
39,39,2.664565999992192,96.0,20052.0,500,0.2,4096
40,40,2.725385499987169,96.0,20553.0,500,0.2,4096
41,41,2.7926013999967836,96.0,21054.0,500,0.2,4096
42,42,2.8549247999908403,96.0,21555.0,500,0.2,4096
43,43,2.9281341999885626,96.0,22056.0,500,0.2,4096
44,44,2.9919662999891443,96.0,22557.0,500,0.2,4096
45,45,3.0540651999908732,97.0,23059.0,500,0.2,4096
46,46,3.113965199998347,97.0,23560.0,500,0.2,4096
47,47,3.182025899994187,97.0,24061.0,500,0.2,4096
48,48,3.2449414000002434,97.0,24562.0,500,0.2,4096
49,49,3.3139904999989085,97.0,25063.0,500,0.2,4096
50,50,3.3786774999898626,98.0,25565.0,500,0.2,4096
51,51,3.4403955999878235,98.0,26066.0,500,0.2,4096
52,52,3.4996404999983497,98.0,26567.0,500,0.2,4096
53,53,3.5634068999934243,98.0,27068.0,500,0.2,4096
54,54,3.6260349999938626,99.0,27570.0,500,0.2,4096
55,55,3.684401299993624,99.0,28071.0,500,0.2,4096
56,56,3.753130400000373,99.0,28572.0,500,0.2,4096
57,57,3.8165712999907555,99.0,29073.0,500,0.2,4096
58,58,3.879801999995834,99.0,29574.0,500,0.2,4096
