,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,3.25424369997927,19.0,8000.0,True,8000,0.75,4096
1,1,7.833462299982784,6.0,16002.0,True,8000,0.75,4096
2,2,12.019627399975434,5.0,24004.0,True,8000,0.75,4096
3,3,16.121974299981957,5.0,32005.0,True,8000,0.75,4096
4,4,20.39748569999938,5.0,40006.0,True,8000,0.75,4096
5,5,24.556842599995434,5.0,48007.0,True,8000,0.75,4096
6,6,28.850632499990752,5.0,56008.0,True,8000,0.75,4096
7,7,33.09345889999531,5.0,64009.0,True,8000,0.75,4096
8,8,37.414004999998724,5.0,72010.0,True,8000,0.75,4096
9,9,41.70832059998065,5.0,80011.0,True,8000,0.75,4096
10,10,45.87588209999376,5.0,88012.0,True,8000,0.75,4096
11,11,50.03788099999656,5.0,96013.0,True,8000,0.75,4096
12,12,54.219742299988866,5.0,104014.0,True,8000,0.75,4096
13,13,58.26296429999638,5.0,112015.0,True,8000,0.75,4096
14,14,62.59932799998205,5.0,120016.0,True,8000,0.75,4096
15,15,66.82404459998361,4.0,128018.0,True,8000,0.75,4096
16,16,71.18458649999229,4.0,136019.0,True,8000,0.75,4096
17,17,75.33177520000027,4.0,144020.0,True,8000,0.75,4096
18,18,79.49736939999275,4.0,152021.0,True,8000,0.75,4096
19,19,83.66630969999824,4.0,160022.0,True,8000,0.75,4096
20,20,87.86578149997513,4.0,168023.0,True,8000,0.75,4096
21,21,92.02936909999698,4.0,176024.0,True,8000,0.75,4096
22,22,96.17533729999559,4.0,184025.0,True,8000,0.75,4096
23,23,100.43920539997634,4.0,192026.0,True,8000,0.75,4096
24,24,104.82604389998596,4.0,200027.0,True,8000,0.75,4096
25,25,109.14623569999821,4.0,208028.0,True,8000,0.75,4096
26,26,113.43296929998905,4.0,216029.0,True,8000,0.75,4096
27,27,117.74432539998088,4.0,224030.0,True,8000,0.75,4096
28,28,122.37245269998675,4.0,232031.0,True,8000,0.75,4096
29,29,126.54797299997881,4.0,240032.0,True,8000,0.75,4096
30,30,130.69160639998154,4.0,248033.0,True,8000,0.75,4096
31,31,134.84034089997294,4.0,256034.0,True,8000,0.75,4096
32,32,139.05936909999582,4.0,264035.0,True,8000,0.75,4096
33,33,143.2755196999933,4.0,272036.0,True,8000,0.75,4096
34,34,147.49821679998422,4.0,280037.0,True,8000,0.75,4096
35,35,151.48558359997696,4.0,288038.0,True,8000,0.75,4096
36,36,155.47458309997455,4.0,296039.0,True,8000,0.75,4096
37,37,159.4564260999905,4.0,304040.0,True,8000,0.75,4096
38,38,163.38938709997456,4.0,312041.0,True,8000,0.75,4096
39,39,167.39099839999108,4.0,320042.0,True,8000,0.75,4096
40,40,171.39961919997586,4.0,328043.0,True,8000,0.75,4096
41,41,175.46371899999212,4.0,336044.0,True,8000,0.75,4096
42,42,179.92610149999382,4.0,344045.0,True,8000,0.75,4096
43,43,184.13199329999043,4.0,352046.0,True,8000,0.75,4096
44,44,188.13321010000072,4.0,360047.0,True,8000,0.75,4096
45,45,192.14102349997847,4.0,368048.0,True,8000,0.75,4096
46,46,196.15752609999618,4.0,376049.0,True,8000,0.75,4096
47,47,200.131524299999,4.0,384050.0,True,8000,0.75,4096
48,48,204.33452340000076,4.0,392051.0,True,8000,0.75,4096
49,49,208.48149649999687,4.0,400052.0,True,8000,0.75,4096
50,50,212.72261789999902,4.0,408053.0,True,8000,0.75,4096
51,51,216.66863179998472,4.0,416054.0,True,8000,0.75,4096
52,52,220.6378775999765,4.0,424055.0,True,8000,0.75,4096
53,53,225.2710447999998,4.0,432056.0,True,8000,0.75,4096
54,54,229.24786039997707,4.0,440057.0,True,8000,0.75,4096
55,55,233.10964009998133,4.0,448058.0,True,8000,0.75,4096
56,56,237.0061850999773,4.0,456059.0,True,8000,0.75,4096
57,57,240.93922069997643,4.0,464060.0,True,8000,0.75,4096
58,58,244.84351649999735,3.0,472062.0,True,8000,0.75,4096
59,59,248.87548729998525,3.0,480063.0,True,8000,0.75,4096
60,60,253.0285823000013,3.0,488064.0,True,8000,0.75,4096
61,61,257.1374465999834,3.0,496065.0,True,8000,0.75,4096
62,62,261.18595009998535,3.0,504066.0,True,8000,0.75,4096
63,63,265.2509070999804,3.0,512067.0,True,8000,0.75,4096
64,64,269.3642262999783,3.0,520068.0,True,8000,0.75,4096
65,65,273.50827779999236,3.0,528069.0,True,8000,0.75,4096
66,66,277.60774439998204,3.0,536070.0,True,8000,0.75,4096
67,67,283.8204570999951,3.0,544071.0,True,8000,0.75,4096
68,68,289.49256869999226,3.0,552072.0,True,8000,0.75,4096
69,69,295.36899069999345,2.0,560074.0,True,8000,0.75,4096
70,70,300.63955009999336,2.0,568075.0,True,8000,0.75,4096
71,71,305.68632809998235,2.0,576076.0,True,8000,0.75,4096
72,72,310.55718769997475,2.0,584077.0,True,8000,0.75,4096
73,73,315.20044449999114,2.0,592078.0,True,8000,0.75,4096
74,74,320.27723699997296,2.0,600079.0,True,8000,0.75,4096
75,75,324.9298090999946,2.0,608080.0,True,8000,0.75,4096
76,76,329.3955177999742,2.0,616081.0,True,8000,0.75,4096
77,77,333.9403904999781,2.0,624082.0,True,8000,0.75,4096
78,78,338.59676999997464,2.0,632083.0,True,8000,0.75,4096
79,79,343.39321699997527,2.0,640084.0,True,8000,0.75,4096
80,80,347.87072129998705,2.0,648085.0,True,8000,0.75,4096
81,81,352.5506759999844,2.0,656086.0,True,8000,0.75,4096
82,82,357.2908282999997,2.0,664087.0,True,8000,0.75,4096
83,83,362.0394477999944,2.0,672088.0,True,8000,0.75,4096
84,84,366.69725849997485,2.0,680089.0,True,8000,0.75,4096
