,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.03231150000647176,24.0,500.0,500,0.2,4096
1,1,0.08617010001034942,35.0,1002.0,500,0.2,4096
2,2,0.1290729000029387,35.0,1503.0,500,0.2,4096
3,3,0.17989070000476204,35.0,2004.0,500,0.2,4096
4,4,0.2252952999988338,35.0,2505.0,500,0.2,4096
5,5,0.2693289000017103,35.0,3006.0,500,0.2,4096
6,6,0.31302690001029987,35.0,3507.0,500,0.2,4096
7,7,0.355985200003488,35.0,4008.0,500,0.2,4096
8,8,0.3983277000079397,35.0,4509.0,500,0.2,4096
9,9,0.4405311000009533,35.0,5010.0,500,0.2,4096
10,10,0.48958870000205934,35.0,5511.0,500,0.2,4096
11,11,0.5331815000099596,35.0,6012.0,500,0.2,4096
12,12,0.5828716000105487,35.0,6513.0,500,0.2,4096
13,13,0.6269755000103032,36.0,7015.0,500,0.2,4096
14,14,0.6694695000041975,36.0,7516.0,500,0.2,4096
15,15,0.7167979000078049,36.0,8017.0,500,0.2,4096
16,16,0.7684390000067651,36.0,8518.0,500,0.2,4096
17,17,0.8207123000029242,37.0,9020.0,500,0.2,4096
18,18,0.86871580001025,37.0,9521.0,500,0.2,4096
19,19,0.9136060000018915,37.0,10022.0,500,0.2,4096
20,20,0.9635313000035239,37.0,10523.0,500,0.2,4096
21,21,1.0107405000017025,37.0,11024.0,500,0.2,4096
22,22,1.0686362000124063,37.0,11525.0,500,0.2,4096
23,23,1.1373419000010472,37.0,12026.0,500,0.2,4096
24,24,1.2317443000065396,37.0,12527.0,500,0.2,4096
25,25,1.2929512999980943,37.0,13028.0,500,0.2,4096
26,26,1.3490411000093445,37.0,13529.0,500,0.2,4096
27,27,1.3972074000048451,37.0,14030.0,500,0.2,4096
28,28,1.4435670000093523,37.0,14531.0,500,0.2,4096
29,29,1.4948183000087738,37.0,15032.0,500,0.2,4096
30,30,1.5398437000112608,37.0,15533.0,500,0.2,4096
31,31,1.5847207000042545,37.0,16034.0,500,0.2,4096
32,32,1.6283664000075078,37.0,16535.0,500,0.2,4096
33,33,1.6722639000072377,37.0,17036.0,500,0.2,4096
34,34,1.7159388000000035,37.0,17537.0,500,0.2,4096
35,35,1.759536700003082,37.0,18038.0,500,0.2,4096
36,36,1.8085014000098454,37.0,18539.0,500,0.2,4096
37,37,1.8586318000016036,37.0,19040.0,500,0.2,4096
38,38,1.9017010000097798,37.0,19541.0,500,0.2,4096
39,39,1.9491524000040954,37.0,20042.0,500,0.2,4096
40,40,1.9916200000006938,37.0,20543.0,500,0.2,4096
41,41,2.033698600003845,37.0,21044.0,500,0.2,4096
42,42,2.0759914000082063,37.0,21545.0,500,0.2,4096
43,43,2.1192244999983814,37.0,22046.0,500,0.2,4096
44,44,2.17154950000986,37.0,22547.0,500,0.2,4096
45,45,2.223043600009987,37.0,23048.0,500,0.2,4096
46,46,2.267789500008803,37.0,23549.0,500,0.2,4096
47,47,2.3151808000111487,37.0,24050.0,500,0.2,4096
48,48,2.3585988999984693,37.0,24551.0,500,0.2,4096
49,49,2.4066452000115532,37.0,25052.0,500,0.2,4096
50,50,2.4633785000041826,37.0,25553.0,500,0.2,4096
51,51,2.516901000009966,37.0,26054.0,500,0.2,4096
52,52,2.559336100006476,37.0,26555.0,500,0.2,4096
53,53,2.6048317000095267,37.0,27056.0,500,0.2,4096
54,54,2.647056400004658,37.0,27557.0,500,0.2,4096
55,55,2.69142400000419,37.0,28058.0,500,0.2,4096
56,56,2.7538386000087485,37.0,28559.0,500,0.2,4096
57,57,2.7993698000063887,37.0,29060.0,500,0.2,4096
58,58,2.845252700004494,37.0,29561.0,500,0.2,4096
59,59,2.8946871000080137,37.0,30062.0,500,0.2,4096
60,60,2.941434400010621,37.0,30563.0,500,0.2,4096
61,61,2.9864789999992354,37.0,31064.0,500,0.2,4096
62,62,3.030881800004863,37.0,31565.0,500,0.2,4096
63,63,3.078262700000778,37.0,32066.0,500,0.2,4096
64,64,3.123412600005395,37.0,32567.0,500,0.2,4096
65,65,3.173559800008661,37.0,33068.0,500,0.2,4096
66,66,3.2267720000090776,37.0,33569.0,500,0.2,4096
67,67,3.271027300012065,37.0,34070.0,500,0.2,4096
68,68,3.319280499999877,37.0,34571.0,500,0.2,4096
69,69,3.36405950000335,37.0,35072.0,500,0.2,4096
70,70,3.4075713000056567,37.0,35573.0,500,0.2,4096
71,71,3.4510388000053354,37.0,36074.0,500,0.2,4096
72,72,3.5005837000062456,37.0,36575.0,500,0.2,4096
73,73,3.545360400006757,37.0,37076.0,500,0.2,4096
74,74,3.588089900003979,37.0,37577.0,500,0.2,4096
75,75,3.6384886000014376,37.0,38078.0,500,0.2,4096
76,76,3.6877805000112858,37.0,38579.0,500,0.2,4096
77,77,3.7300675000005867,37.0,39080.0,500,0.2,4096
78,78,3.772237600001972,37.0,39581.0,500,0.2,4096
79,79,3.814255500008585,37.0,40082.0,500,0.2,4096
80,80,3.864505300007295,37.0,40583.0,500,0.2,4096
81,81,3.917747200001031,37.0,41084.0,500,0.2,4096
82,82,3.9637124000000767,37.0,41585.0,500,0.2,4096
83,83,4.006523700008984,37.0,42086.0,500,0.2,4096
84,84,4.048923400012427,37.0,42587.0,500,0.2,4096
85,85,4.091671400004998,37.0,43088.0,500,0.2,4096
86,86,4.134122500006924,37.0,43589.0,500,0.2,4096
87,87,4.176961500008474,37.0,44090.0,500,0.2,4096
88,88,4.221635000008973,37.0,44591.0,500,0.2,4096
89,89,4.265907000008156,37.0,45092.0,500,0.2,4096
90,90,4.308874100010144,37.0,45593.0,500,0.2,4096
91,91,4.351970200004871,37.0,46094.0,500,0.2,4096
92,92,4.394626799999969,37.0,46595.0,500,0.2,4096
93,93,4.437234099998022,37.0,47096.0,500,0.2,4096
94,94,4.479956900002435,37.0,47597.0,500,0.2,4096
95,95,4.522430800003349,37.0,48098.0,500,0.2,4096
96,96,4.579618100004154,37.0,48599.0,500,0.2,4096
97,97,4.621403199998895,37.0,49100.0,500,0.2,4096
98,98,4.663641899998765,37.0,49601.0,500,0.2,4096
99,99,4.707065800001146,37.0,50102.0,500,0.2,4096
100,100,4.749583199998597,37.0,50603.0,500,0.2,4096
101,101,4.799197800006368,37.0,51104.0,500,0.2,4096
102,102,4.848249400005443,37.0,51605.0,500,0.2,4096
103,103,4.8926983999990625,37.0,52106.0,500,0.2,4096
104,104,4.936289800010854,37.0,52607.0,500,0.2,4096
105,105,4.97906040000089,37.0,53108.0,500,0.2,4096
106,106,5.029359400010435,37.0,53609.0,500,0.2,4096
107,107,5.072116900002584,37.0,54110.0,500,0.2,4096
108,108,5.125527000011061,37.0,54611.0,500,0.2,4096
109,109,5.1704991000005975,37.0,55112.0,500,0.2,4096
110,110,5.2155981000105385,37.0,55613.0,500,0.2,4096
111,111,5.258338500003447,37.0,56114.0,500,0.2,4096
112,112,5.30092720000539,37.0,56615.0,500,0.2,4096
113,113,5.343460400006734,37.0,57116.0,500,0.2,4096
114,114,5.391681699999026,37.0,57617.0,500,0.2,4096
115,115,5.44695650000358,37.0,58118.0,500,0.2,4096
116,116,5.49156400001084,37.0,58619.0,500,0.2,4096
117,117,5.5363185000023805,37.0,59120.0,500,0.2,4096
118,118,5.585150400002021,37.0,59621.0,500,0.2,4096
119,119,5.630641499999911,37.0,60122.0,500,0.2,4096
120,120,5.673345100003644,37.0,60623.0,500,0.2,4096
121,121,5.717683900002157,37.0,61124.0,500,0.2,4096
122,122,5.761257100006333,37.0,61625.0,500,0.2,4096
123,123,5.804195500008063,37.0,62126.0,500,0.2,4096
124,124,5.856666899999254,37.0,62627.0,500,0.2,4096
125,125,5.899482599998009,37.0,63128.0,500,0.2,4096
126,126,5.950941700008116,37.0,63629.0,500,0.2,4096
127,127,5.9985333000076935,37.0,64130.0,500,0.2,4096
128,128,6.0425430000032065,37.0,64631.0,500,0.2,4096
129,129,6.091740900010336,37.0,65132.0,500,0.2,4096
130,130,6.138437200002954,37.0,65633.0,500,0.2,4096
131,131,6.188751800000318,37.0,66134.0,500,0.2,4096
132,132,6.233430400010548,37.0,66635.0,500,0.2,4096
133,133,6.277345900001819,37.0,67136.0,500,0.2,4096
134,134,6.327260300007765,37.0,67637.0,500,0.2,4096
135,135,6.38225880000391,37.0,68138.0,500,0.2,4096
136,136,6.425583500007633,37.0,68639.0,500,0.2,4096
137,137,6.466787000012118,37.0,69140.0,500,0.2,4096
138,138,6.507800100007444,37.0,69641.0,500,0.2,4096
139,139,6.549054000002798,37.0,70142.0,500,0.2,4096
140,140,6.590192200004822,37.0,70643.0,500,0.2,4096
141,141,6.631698700002744,37.0,71144.0,500,0.2,4096
142,142,6.678751600004034,37.0,71645.0,500,0.2,4096
143,143,6.720379000005778,37.0,72146.0,500,0.2,4096
144,144,6.761857400008012,37.0,72647.0,500,0.2,4096
145,145,6.803105400002096,37.0,73148.0,500,0.2,4096
146,146,6.845800000010058,37.0,73649.0,500,0.2,4096
147,147,6.887027300006594,37.0,74150.0,500,0.2,4096
148,148,6.9389105000009295,37.0,74651.0,500,0.2,4096
149,149,6.985160399999586,37.0,75152.0,500,0.2,4096
150,150,7.0369989000028,37.0,75653.0,500,0.2,4096
151,151,7.082140500002424,37.0,76154.0,500,0.2,4096
152,152,7.12697310000658,37.0,76655.0,500,0.2,4096
153,153,7.176031300012255,37.0,77156.0,500,0.2,4096
154,154,7.222670600007405,37.0,77657.0,500,0.2,4096
155,155,7.269990000000689,37.0,78158.0,500,0.2,4096
156,156,7.317490900008124,37.0,78659.0,500,0.2,4096
157,157,7.3633077000122285,37.0,79160.0,500,0.2,4096
158,158,7.413091399997938,37.0,79661.0,500,0.2,4096
