,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.44247189999441616,11.0,4000.0,True,4000,0.25,4096
1,1,1.2972624999965774,114.0,8002.0,True,4000,0.25,4096
2,2,2.377121299999999,117.0,12004.0,True,4000,0.25,4096
3,3,3.1531802999961656,117.0,16005.0,True,4000,0.25,4096
4,4,4.011448399993242,120.0,20007.0,True,4000,0.25,4096
5,5,4.966482399991946,120.0,24008.0,True,4000,0.25,4096
6,6,5.829011899986654,134.0,28010.0,True,4000,0.25,4096
7,7,6.618378299986944,134.0,32011.0,True,4000,0.25,4096
8,8,7.446988299998338,134.0,36012.0,True,4000,0.25,4096
9,9,8.25719369998842,134.0,40013.0,True,4000,0.25,4096
10,10,9.078657799997018,140.0,44015.0,True,4000,0.25,4096
11,11,9.828329099997063,146.0,48017.0,True,4000,0.25,4096
12,12,10.610333399992669,148.0,52019.0,True,4000,0.25,4096
13,13,11.430934899995918,148.0,56020.0,True,4000,0.25,4096
14,14,12.228425099994638,148.0,60021.0,True,4000,0.25,4096
15,15,13.093476399997598,151.0,64023.0,True,4000,0.25,4096
16,16,13.942347799995332,151.0,68024.0,True,4000,0.25,4096
17,17,14.81983749999199,152.0,72026.0,True,4000,0.25,4096
18,18,15.673504099991987,158.0,76028.0,True,4000,0.25,4096
19,19,16.60195679999015,158.0,80029.0,True,4000,0.25,4096
20,20,17.564769899996463,158.0,84030.0,True,4000,0.25,4096
21,21,18.35792519999086,159.0,88032.0,True,4000,0.25,4096
22,22,19.174308099987684,162.0,92034.0,True,4000,0.25,4096
23,23,20.00772509998933,164.0,96036.0,True,4000,0.25,4096
24,24,21.20870639999339,166.0,100038.0,True,4000,0.25,4096
25,25,22.197861799999373,168.0,104040.0,True,4000,0.25,4096
26,26,23.38100019999547,168.0,108041.0,True,4000,0.25,4096
27,27,24.361555599985877,169.0,112043.0,True,4000,0.25,4096
28,28,25.645410899989656,169.0,116044.0,True,4000,0.25,4096
29,29,26.42876109998906,175.0,120046.0,True,4000,0.25,4096
30,30,27.28782179999689,175.0,124047.0,True,4000,0.25,4096
31,31,28.072846699986258,176.0,128049.0,True,4000,0.25,4096
32,32,28.92609989999619,176.0,132050.0,True,4000,0.25,4096
33,33,29.9911415999959,183.0,136052.0,True,4000,0.25,4096
34,34,31.12283209999441,183.0,140053.0,True,4000,0.25,4096
35,35,31.964061299993773,184.0,144055.0,True,4000,0.25,4096
36,36,33.38110379999853,184.0,148056.0,True,4000,0.25,4096
37,37,34.165780399998766,184.0,152057.0,True,4000,0.25,4096
38,38,34.99787039999501,185.0,156059.0,True,4000,0.25,4096
39,39,35.74893919999886,185.0,160060.0,True,4000,0.25,4096
40,40,36.88447269999597,186.0,164062.0,True,4000,0.25,4096
41,41,37.74382689999766,186.0,168063.0,True,4000,0.25,4096
42,42,38.901181099994574,186.0,172064.0,True,4000,0.25,4096
43,43,40.76494929999171,186.0,176065.0,True,4000,0.25,4096
44,44,42.777946799993515,186.0,180066.0,True,4000,0.25,4096
45,45,44.677537699986715,186.0,184067.0,True,4000,0.25,4096
