,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
118,118,87.60961400000087,113.0,476131.0,True,4000,0.25,4096
119,119,88.50288450000517,113.0,480132.0,True,4000,0.25,4096
120,120,89.2768417000043,113.0,484133.0,True,4000,0.25,4096
121,121,90.0822094000032,113.0,488134.0,True,4000,0.25,4096
122,122,90.83185400000366,113.0,492135.0,True,4000,0.25,4096
123,123,91.57634670000698,113.0,496136.0,True,4000,0.25,4096
124,124,92.42958130000625,113.0,500137.0,True,4000,0.25,4096
125,125,93.23837910000293,113.0,504138.0,True,4000,0.25,4096
126,126,94.02025670000876,113.0,508139.0,True,4000,0.25,4096
127,127,94.7856732000073,113.0,512140.0,True,4000,0.25,4096
128,128,95.5644511999999,113.0,516141.0,True,4000,0.25,4096
129,129,96.37212569999974,113.0,520142.0,True,4000,0.25,4096
130,130,97.23529940001026,113.0,524143.0,True,4000,0.25,4096
131,131,98.0060167000047,113.0,528144.0,True,4000,0.25,4096
132,132,98.7829012000002,113.0,532145.0,True,4000,0.25,4096
133,133,99.56666210001276,113.0,536146.0,True,4000,0.25,4096
134,134,100.35147960000904,113.0,540147.0,True,4000,0.25,4096
135,135,101.17979249999917,113.0,544148.0,True,4000,0.25,4096
136,136,101.9917706999986,113.0,548149.0,True,4000,0.25,4096
137,137,102.74935150000965,113.0,552150.0,True,4000,0.25,4096
138,138,103.55719990000944,113.0,556151.0,True,4000,0.25,4096
139,139,104.33967940000002,113.0,560152.0,True,4000,0.25,4096
140,140,105.15823320001073,113.0,564153.0,True,4000,0.25,4096
141,141,105.9479466000048,113.0,568154.0,True,4000,0.25,4096
142,142,106.73887070000637,113.0,572155.0,True,4000,0.25,4096
143,143,107.54770750000898,113.0,576156.0,True,4000,0.25,4096
144,144,108.35371560000931,113.0,580157.0,True,4000,0.25,4096
145,145,109.19323240000813,113.0,584158.0,True,4000,0.25,4096
146,146,110.04979810000805,113.0,588159.0,True,4000,0.25,4096
147,147,110.84285359999922,113.0,592160.0,True,4000,0.25,4096
148,148,111.5932337000122,113.0,596161.0,True,4000,0.25,4096
149,149,112.40388520000852,113.0,600162.0,True,4000,0.25,4096
150,150,113.1918871000089,113.0,604163.0,True,4000,0.25,4096
151,151,113.98554880000302,113.0,608164.0,True,4000,0.25,4096
152,152,114.79854020000494,113.0,612165.0,True,4000,0.25,4096
153,153,115.57774459999928,113.0,616166.0,True,4000,0.25,4096
154,154,116.35810140000831,113.0,620167.0,True,4000,0.25,4096
155,155,117.15092559999903,113.0,624168.0,True,4000,0.25,4096
156,156,117.9410699,113.0,628169.0,True,4000,0.25,4096
157,157,118.71874770001159,113.0,632170.0,True,4000,0.25,4096
158,158,119.5701226000092,113.0,636171.0,True,4000,0.25,4096
159,159,120.46122589999868,113.0,640172.0,True,4000,0.25,4096
160,160,121.28846850000264,113.0,644173.0,True,4000,0.25,4096
161,161,122.11196720000589,113.0,648174.0,True,4000,0.25,4096
162,162,122.9099825000012,113.0,652175.0,True,4000,0.25,4096
163,163,123.70869480000692,113.0,656176.0,True,4000,0.25,4096
164,164,124.49965650000377,113.0,660177.0,True,4000,0.25,4096
165,165,125.28765460000432,113.0,664178.0,True,4000,0.25,4096
166,166,126.07650500000454,113.0,668179.0,True,4000,0.25,4096
167,167,126.86441890000424,113.0,672180.0,True,4000,0.25,4096
168,168,127.64664010000706,113.0,676181.0,True,4000,0.25,4096
169,169,128.4745033000072,113.0,680182.0,True,4000,0.25,4096
170,170,129.26918550000119,113.0,684183.0,True,4000,0.25,4096
171,171,130.04904380001244,113.0,688184.0,True,4000,0.25,4096
172,172,130.83969700000307,113.0,692185.0,True,4000,0.25,4096
173,173,131.63165440000012,113.0,696186.0,True,4000,0.25,4096
174,174,132.47412340001028,113.0,700187.0,True,4000,0.25,4096
175,175,133.34261000000697,113.0,704188.0,True,4000,0.25,4096
176,176,134.18660120001005,113.0,708189.0,True,4000,0.25,4096
177,177,134.98933720000787,113.0,712190.0,True,4000,0.25,4096
178,178,135.8159117000032,113.0,716191.0,True,4000,0.25,4096
179,179,136.60849170001165,113.0,720192.0,True,4000,0.25,4096
180,180,137.40650440000172,113.0,724193.0,True,4000,0.25,4096
181,181,138.24903890000132,113.0,728194.0,True,4000,0.25,4096
182,182,139.02091990000918,113.0,732195.0,True,4000,0.25,4096
183,183,139.8786633999989,113.0,736196.0,True,4000,0.25,4096
184,184,140.66803400000208,113.0,740197.0,True,4000,0.25,4096
185,185,141.46384630000102,113.0,744198.0,True,4000,0.25,4096
186,186,142.26761790001183,113.0,748199.0,True,4000,0.25,4096
187,187,143.06200550000358,113.0,752200.0,True,4000,0.25,4096
188,188,143.87875570000324,113.0,756201.0,True,4000,0.25,4096
189,189,144.68487050000113,113.0,760202.0,True,4000,0.25,4096
190,190,145.51672340001096,113.0,764203.0,True,4000,0.25,4096
191,191,146.33744570000272,113.0,768204.0,True,4000,0.25,4096
192,192,147.1639189999987,113.0,772205.0,True,4000,0.25,4096
193,193,147.96832240000367,113.0,776206.0,True,4000,0.25,4096
194,194,148.7719303000049,113.0,780207.0,True,4000,0.25,4096
195,195,149.61875960000907,113.0,784208.0,True,4000,0.25,4096
196,196,150.43765260001237,113.0,788209.0,True,4000,0.25,4096
197,197,151.28181949999998,113.0,792210.0,True,4000,0.25,4096
198,198,152.09255770000163,113.0,796211.0,True,4000,0.25,4096
199,199,152.8622752000083,113.0,800212.0,True,4000,0.25,4096
200,200,153.69013149999955,113.0,804213.0,True,4000,0.25,4096
201,201,154.50261940000928,113.0,808214.0,True,4000,0.25,4096
202,202,155.2947356000077,113.0,812215.0,True,4000,0.25,4096
203,203,156.12064660000033,113.0,816216.0,True,4000,0.25,4096
204,204,156.89701060000516,113.0,820217.0,True,4000,0.25,4096
205,205,157.65949340000225,113.0,824218.0,True,4000,0.25,4096
206,206,158.51382640001248,113.0,828219.0,True,4000,0.25,4096
207,207,159.3479013000033,113.0,832220.0,True,4000,0.25,4096
208,208,160.16078370000469,113.0,836221.0,True,4000,0.25,4096
209,209,160.97474900000088,113.0,840222.0,True,4000,0.25,4096
210,210,161.7904903000017,113.0,844223.0,True,4000,0.25,4096
211,211,162.63207740000507,113.0,848224.0,True,4000,0.25,4096
212,212,163.45452460000524,113.0,852225.0,True,4000,0.25,4096
213,213,164.22851230000379,113.0,856226.0,True,4000,0.25,4096
214,214,165.03389630001038,113.0,860227.0,True,4000,0.25,4096
215,215,165.80768640000315,113.0,864228.0,True,4000,0.25,4096
216,216,166.56130490000942,113.0,868229.0,True,4000,0.25,4096
217,217,167.37962210000842,113.0,872230.0,True,4000,0.25,4096
