,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.0012236000038683414,28.0,0.0,5,4096
1,1,0.023588100011693314,28.0,1.0,5,4096
2,2,0.02459840000665281,28.0,3.0,5,4096
3,3,0.02560490000178106,30.0,5.0,5,4096
4,4,0.02659280000079889,32.0,7.0,5,4096
5,5,0.027599100008956157,33.0,9.0,5,4096
6,6,0.02861960000882391,33.0,11.0,5,4096
7,7,0.029644700000062585,33.0,13.0,5,4096
8,8,0.030215300008421764,33.0,14.0,5,4096
9,9,0.03147880001051817,33.0,16.0,5,4096
10,10,0.03253170000971295,35.0,18.0,5,4096
11,11,0.033820399999967776,37.0,20.0,5,4096
12,12,0.034892299998318776,37.0,22.0,5,4096
13,13,0.0358983000041917,37.0,24.0,5,4096
14,14,0.03694060000998434,39.0,26.0,5,4096
15,15,0.0379535000101896,37.0,28.0,5,4096
16,16,0.03900299999804702,35.0,30.0,5,4096
17,17,0.04002280000713654,37.0,32.0,5,4096
18,18,0.04122280000592582,35.0,34.0,5,4096
19,19,0.04226480000943411,35.0,36.0,5,4096
20,20,0.04333200000110082,37.0,38.0,5,4096
21,21,0.04389729999820702,37.0,39.0,5,4096
22,22,0.044969000009587035,37.0,41.0,5,4096
23,23,0.04613660000904929,35.0,43.0,5,4096
24,24,0.04724160001205746,35.0,45.0,5,4096
25,25,0.04784150001069065,35.0,46.0,5,4096
26,26,0.048908600001595914,35.0,48.0,5,4096
27,27,0.04997630001162179,35.0,50.0,5,4096
28,28,0.051054100011242554,33.0,52.0,5,4096
29,29,0.05212180000671651,32.0,54.0,5,4096
30,30,0.05319410000811331,34.0,56.0,5,4096
31,31,0.05425600000307895,36.0,58.0,5,4096
32,32,0.05536640000354964,36.0,60.0,5,4096
33,33,0.05643530000816099,36.0,62.0,5,4096
34,34,0.05753120000008494,35.0,64.0,5,4096
35,35,0.058622500000637956,35.0,66.0,5,4096
36,36,0.05927150000934489,35.0,67.0,5,4096
37,37,0.059904100009589456,35.0,68.0,5,4096
38,38,0.0611784000066109,37.0,70.0,5,4096
39,39,0.06231330000446178,37.0,72.0,5,4096
40,40,0.06340280000586063,35.0,74.0,5,4096
41,41,0.06449930000235327,35.0,76.0,5,4096
42,42,0.06556519999867305,37.0,78.0,5,4096
43,43,0.06694180000340566,35.0,80.0,5,4096
44,44,0.068079900011071,35.0,82.0,5,4096
45,45,0.06918880000011995,35.0,84.0,5,4096
46,46,0.06986210000468418,35.0,85.0,5,4096
47,47,0.07097220000287052,37.0,87.0,5,4096
48,48,0.07208160001027863,37.0,89.0,5,4096
49,49,0.07286600000225008,37.0,90.0,5,4096
50,50,0.07352109999919776,37.0,91.0,5,4096
51,51,0.07465429999865592,37.0,93.0,5,4096
52,52,0.07582790000014938,37.0,95.0,5,4096
53,53,0.0765226000075927,37.0,96.0,5,4096
54,54,0.07764630000747275,37.0,98.0,5,4096
55,55,0.07879160001175478,35.0,100.0,5,4096
56,56,0.07990510000672657,35.0,102.0,5,4096
57,57,0.08106180001050234,35.0,104.0,5,4096
58,58,0.08219720001216047,35.0,106.0,5,4096
59,59,0.08335490000899881,35.0,108.0,5,4096
60,60,0.08448499999940395,35.0,110.0,5,4096
61,61,0.08563140001206193,35.0,112.0,5,4096
62,62,0.0867763999995077,35.0,114.0,5,4096
63,63,0.08746390001033433,35.0,115.0,5,4096
64,64,0.08862730000691954,35.0,117.0,5,4096
65,65,0.08976840000832453,37.0,119.0,5,4096
66,66,0.09056560001045,37.0,120.0,5,4096
67,67,0.0917980000085663,35.0,122.0,5,4096
68,68,0.09250300000712741,35.0,123.0,5,4096
69,69,0.09368040000845212,33.0,125.0,5,4096
70,70,0.0948396000021603,33.0,127.0,5,4096
71,71,0.09602940001059324,33.0,129.0,5,4096
72,72,0.09721250001166482,34.0,131.0,5,4096
73,73,0.09794500000134576,34.0,132.0,5,4096
74,74,0.09867360000498593,34.0,133.0,5,4096
75,75,0.09986220000428148,32.0,135.0,5,4096
76,76,0.10059080000792164,32.0,136.0,5,4096
77,77,0.10133080001105554,32.0,137.0,5,4096
78,78,0.10248710001178551,34.0,139.0,5,4096
79,79,0.10371100000338629,34.0,141.0,5,4096
80,80,0.10498860001098365,36.0,143.0,5,4096
81,81,0.10643359999812674,36.0,145.0,5,4096
82,82,0.10719400001107715,36.0,146.0,5,4096
83,83,0.10838250000961125,38.0,148.0,5,4096
84,84,0.10959820001153275,36.0,150.0,5,4096
85,85,0.11081230000127107,36.0,152.0,5,4096
86,86,0.11198440000589471,38.0,154.0,5,4096
87,87,0.11322270000528079,38.0,156.0,5,4096
88,88,0.11441439999907743,38.0,158.0,5,4096
89,89,0.1156193000060739,36.0,160.0,5,4096
90,90,0.11685040000884328,36.0,162.0,5,4096
91,91,0.11805760000424925,38.0,164.0,5,4096
92,92,0.11931410001125187,38.0,166.0,5,4096
93,93,0.12008000000787433,38.0,167.0,5,4096
94,94,0.12116540000715759,38.0,168.0,5,4096
95,95,0.12268230000336189,40.0,170.0,5,4096
96,96,0.12348850000125822,40.0,171.0,5,4096
97,97,0.12471800000639632,38.0,173.0,5,4096
98,98,0.12596130000019912,38.0,175.0,5,4096
99,99,0.12720800000533927,40.0,177.0,5,4096
100,100,0.12846200000785757,40.0,179.0,5,4096
101,101,0.12974420000682585,40.0,181.0,5,4096
102,102,0.13098500001069624,40.0,183.0,5,4096
103,103,0.1318057000025874,40.0,184.0,5,4096
104,104,0.1330300000117859,40.0,186.0,5,4096
105,105,0.13385500000731554,40.0,187.0,5,4096
106,106,0.1351275000051828,42.0,189.0,5,4096
107,107,0.1365232000098331,42.0,191.0,5,4096
108,108,0.1373411000095075,42.0,192.0,5,4096
109,109,0.13863030000356957,42.0,194.0,5,4096
110,110,0.13943410001229495,42.0,195.0,5,4096
111,111,0.1402717000019038,42.0,196.0,5,4096
112,112,0.14153880000230856,42.0,198.0,5,4096
113,113,0.14236969999910798,42.0,199.0,5,4096
114,114,0.14364280000154395,42.0,201.0,5,4096
115,115,0.14494569999806117,42.0,203.0,5,4096
116,116,0.14622290000261273,42.0,205.0,5,4096
117,117,0.14706280000973493,42.0,206.0,5,4096
118,118,0.14829670000472106,42.0,208.0,5,4096
119,119,0.14960720000090078,42.0,210.0,5,4096
120,120,0.15071050000551622,42.0,211.0,5,4096
121,121,0.15212870000686962,40.0,213.0,5,4096
122,122,0.15341230000194628,42.0,215.0,5,4096
123,123,0.15473340000608005,42.0,217.0,5,4096
124,124,0.15560550001100637,42.0,218.0,5,4096
125,125,0.15645160000713076,42.0,219.0,5,4096
126,126,0.1577852000045823,42.0,221.0,5,4096
127,127,0.15870120000909083,42.0,222.0,5,4096
128,128,0.1595579999993788,42.0,223.0,5,4096
129,129,0.16088370000943542,42.0,225.0,5,4096
130,130,0.16221380000934005,42.0,227.0,5,4096
131,131,0.1635177999996813,42.0,229.0,5,4096
132,132,0.16486640000948682,42.0,231.0,5,4096
133,133,0.16581810000934638,42.0,232.0,5,4096
134,134,0.1666840000107186,42.0,233.0,5,4096
135,135,0.1683167000010144,44.0,235.0,5,4096
136,136,0.16919169999891892,44.0,236.0,5,4096
137,137,0.17048300000897143,44.0,238.0,5,4096
138,138,0.1717849999986356,42.0,240.0,5,4096
139,139,0.17311680001148488,42.0,242.0,5,4096
140,140,0.17443250000360422,40.0,244.0,5,4096
141,141,0.17530670000996906,40.0,245.0,5,4096
142,142,0.17663980000361335,40.0,247.0,5,4096
143,143,0.17750679999880958,40.0,248.0,5,4096
144,144,0.1788385000108974,40.0,250.0,5,4096
145,145,0.179731800002628,40.0,251.0,5,4096
146,146,0.180636000004597,40.0,252.0,5,4096
147,147,0.18151750000834,40.0,253.0,5,4096
148,148,0.1824211000057403,40.0,254.0,5,4096
149,149,0.1837392000015825,40.0,256.0,5,4096
150,150,0.18508310000470374,40.0,258.0,5,4096
151,151,0.1864103999978397,40.0,260.0,5,4096
152,152,0.18773600000713486,40.0,262.0,5,4096
153,153,0.1886170000070706,40.0,263.0,5,4096
154,154,0.18994989999919198,40.0,265.0,5,4096
155,155,0.1908502000005683,40.0,266.0,5,4096
