,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.011531800002558157,37.0,0.0,2000,0.4,4096
1,1,0.3801526000024751,54.0,2.0,2000,0.4,4096
2,2,0.7190762999962317,55.0,4.0,2000,0.4,4096
3,3,1.0867289000016171,57.0,6.0,2000,0.4,4096
4,4,1.4754953000083333,57.0,7.0,2000,0.4,4096
5,5,1.822900600003777,58.0,9.0,2000,0.4,4096
6,6,2.1760728000081144,60.0,11.0,2000,0.4,4096
7,7,2.5305539999972098,60.0,12.0,2000,0.4,4096
8,8,2.8754203999997117,62.0,14.0,2000,0.4,4096
9,9,3.20455629999924,62.0,15.0,2000,0.4,4096
10,10,3.5601866000070004,63.0,17.0,2000,0.4,4096
11,11,3.912670599995181,64.0,19.0,2000,0.4,4096
12,12,4.27103519999946,66.0,21.0,2000,0.4,4096
13,13,4.6128341000003275,66.0,22.0,2000,0.4,4096
14,14,4.957827799997176,68.0,24.0,2000,0.4,4096
15,15,5.314339300006395,68.0,25.0,2000,0.4,4096
16,16,5.652986300003249,68.0,26.0,2000,0.4,4096
17,17,6.007542999999714,68.0,27.0,2000,0.4,4096
18,18,6.354445599994506,69.0,29.0,2000,0.4,4096
19,19,6.696213799994439,69.0,30.0,2000,0.4,4096
20,20,7.051307000001543,70.0,32.0,2000,0.4,4096
21,21,7.405126600002404,71.0,34.0,2000,0.4,4096
22,22,7.7571938000037335,72.0,36.0,2000,0.4,4096
23,23,8.092933499996434,72.0,37.0,2000,0.4,4096
24,24,8.437867000000551,72.0,38.0,2000,0.4,4096
25,25,8.786809500001254,72.0,39.0,2000,0.4,4096
26,26,9.133634199999506,73.0,41.0,2000,0.4,4096
27,27,9.494284100001096,74.0,43.0,2000,0.4,4096
28,28,9.829424299998209,74.0,44.0,2000,0.4,4096
29,29,10.2040277000051,74.0,45.0,2000,0.4,4096
30,30,10.561395299999276,75.0,47.0,2000,0.4,4096
31,31,10.91109160000633,75.0,48.0,2000,0.4,4096
32,32,11.262645800001337,75.0,49.0,2000,0.4,4096
33,33,11.611153200006811,76.0,51.0,2000,0.4,4096
34,34,11.990683199997875,76.0,52.0,2000,0.4,4096
35,35,12.392966400002479,76.0,53.0,2000,0.4,4096
36,36,12.75967899999523,76.0,54.0,2000,0.4,4096
37,37,13.111561900004745,77.0,56.0,2000,0.4,4096
38,38,13.439603000006173,78.0,58.0,2000,0.4,4096
39,39,13.780972199994721,78.0,59.0,2000,0.4,4096
40,40,14.12930210000195,78.0,60.0,2000,0.4,4096
41,41,14.476487100007944,78.0,61.0,2000,0.4,4096
42,42,14.810000199999195,78.0,62.0,2000,0.4,4096
43,43,15.152536599998712,79.0,64.0,2000,0.4,4096
