,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.04894649999914691,11.0,500.0,500,0.2,4096
1,1,0.1323053000087384,18.0,1002.0,500,0.2,4096
2,2,0.20576599999913014,18.0,1503.0,500,0.2,4096
3,3,0.27843760000541806,111.0,2005.0,500,0.2,4096
4,4,0.3623896000062814,111.0,2506.0,500,0.2,4096
5,5,0.44440530000429135,112.0,3008.0,500,0.2,4096
6,6,0.5343015000107698,112.0,3509.0,500,0.2,4096
7,7,0.6322794000006979,112.0,4010.0,500,0.2,4096
8,8,0.7165090000053169,114.0,4512.0,500,0.2,4096
9,9,0.8061539000045741,114.0,5013.0,500,0.2,4096
10,10,0.8907668000028934,114.0,5514.0,500,0.2,4096
11,11,0.9676597000070615,114.0,6015.0,500,0.2,4096
12,12,1.0846773000084795,118.0,6517.0,500,0.2,4096
13,13,1.203958900005091,118.0,7018.0,500,0.2,4096
14,14,1.3275676000048406,121.0,7520.0,500,0.2,4096
15,15,1.4172762000089278,123.0,8022.0,500,0.2,4096
16,16,1.5088546000042697,123.0,8523.0,500,0.2,4096
17,17,1.607019000002765,124.0,9025.0,500,0.2,4096
18,18,1.6866111999988789,124.0,9526.0,500,0.2,4096
19,19,1.7802203000028385,124.0,10027.0,500,0.2,4096
20,20,1.8609152999997605,125.0,10529.0,500,0.2,4096
21,21,1.9435951000050409,126.0,11031.0,500,0.2,4096
22,22,2.0267293000069913,126.0,11532.0,500,0.2,4096
23,23,2.1133604000060586,127.0,12034.0,500,0.2,4096
24,24,2.2005190000054426,128.0,12536.0,500,0.2,4096
25,25,2.280130500002997,131.0,13038.0,500,0.2,4096
26,26,2.3707265999983065,131.0,13539.0,500,0.2,4096
27,27,2.4497919999994338,131.0,14040.0,500,0.2,4096
28,28,2.524284600003739,132.0,14542.0,500,0.2,4096
29,29,2.616571600010502,135.0,15044.0,500,0.2,4096
30,30,2.693581900006393,136.0,15546.0,500,0.2,4096
31,31,2.771767900005216,136.0,16047.0,500,0.2,4096
32,32,2.845399700003327,136.0,16548.0,500,0.2,4096
33,33,2.919264199997997,136.0,17049.0,500,0.2,4096
34,34,2.99471650000487,139.0,17551.0,500,0.2,4096
35,35,3.0744255000026897,139.0,18052.0,500,0.2,4096
36,36,3.1489564000075916,140.0,18554.0,500,0.2,4096
37,37,3.2256598000094527,143.0,19056.0,500,0.2,4096
38,38,3.3119595000025583,143.0,19557.0,500,0.2,4096
39,39,3.406173499999568,144.0,20059.0,500,0.2,4096
40,40,3.4837856000085594,144.0,20560.0,500,0.2,4096
41,41,3.576352300005965,144.0,21061.0,500,0.2,4096
42,42,3.6512443000101484,144.0,21562.0,500,0.2,4096
43,43,3.7309069000039017,150.0,22064.0,500,0.2,4096
44,44,3.8062477000057697,150.0,22565.0,500,0.2,4096
45,45,3.8809585999988485,151.0,23067.0,500,0.2,4096
46,46,3.969641400006367,151.0,23568.0,500,0.2,4096
47,47,4.044280300004175,152.0,24070.0,500,0.2,4096
48,48,4.118660500011174,152.0,24571.0,500,0.2,4096
49,49,4.196525799998199,152.0,25072.0,500,0.2,4096
50,50,4.270748000009917,152.0,25573.0,500,0.2,4096
51,51,4.346746800001711,154.0,26075.0,500,0.2,4096
52,52,4.42218180000782,154.0,26576.0,500,0.2,4096
53,53,4.5098469000076875,154.0,27077.0,500,0.2,4096
54,54,4.588455600009183,155.0,27579.0,500,0.2,4096
55,55,4.672256800011382,171.0,28081.0,500,0.2,4096
56,56,4.76975950000633,171.0,28582.0,500,0.2,4096
57,57,4.843861700006528,171.0,29083.0,500,0.2,4096
58,58,4.918101100003696,171.0,29584.0,500,0.2,4096
59,59,4.992858900004649,171.0,30085.0,500,0.2,4096
60,60,5.0711626000120305,171.0,30586.0,500,0.2,4096
61,61,5.146180200012168,173.0,31088.0,500,0.2,4096
62,62,5.222288400007528,174.0,31590.0,500,0.2,4096
63,63,5.304382000002079,174.0,32091.0,500,0.2,4096
64,64,5.380980900008581,174.0,32592.0,500,0.2,4096
65,65,5.453658099999302,174.0,33093.0,500,0.2,4096
66,66,5.527178000003914,175.0,33595.0,500,0.2,4096
67,67,5.601260299998103,175.0,34096.0,500,0.2,4096
68,68,5.681442100001732,175.0,34597.0,500,0.2,4096
69,69,5.756560699999682,177.0,35099.0,500,0.2,4096
70,70,5.832866500000819,177.0,35600.0,500,0.2,4096
71,71,5.911319500009995,177.0,36101.0,500,0.2,4096
72,72,5.990673400010564,178.0,36603.0,500,0.2,4096
73,73,6.072261699999217,178.0,37104.0,500,0.2,4096
74,74,6.151213200006168,179.0,37606.0,500,0.2,4096
75,75,6.226224400001229,179.0,38107.0,500,0.2,4096
76,76,6.302835499998764,184.0,38609.0,500,0.2,4096
77,77,6.376974700004212,184.0,39110.0,500,0.2,4096
78,78,6.452108400000725,184.0,39611.0,500,0.2,4096
79,79,6.527622599998722,184.0,40112.0,500,0.2,4096
80,80,6.605426100009936,184.0,40613.0,500,0.2,4096
81,81,6.684740900003817,184.0,41114.0,500,0.2,4096
82,82,6.7610832000063965,184.0,41615.0,500,0.2,4096
83,83,6.8373382999998285,184.0,42116.0,500,0.2,4096
84,84,6.914053400003468,185.0,42618.0,500,0.2,4096
85,85,6.992739599998458,185.0,43119.0,500,0.2,4096
86,86,7.072075700009009,185.0,43620.0,500,0.2,4096
87,87,7.1518467999994755,185.0,44121.0,500,0.2,4096
88,88,7.226245700003346,185.0,44622.0,500,0.2,4096
89,89,7.300598900008481,185.0,45123.0,500,0.2,4096
90,90,7.386178100001416,185.0,45624.0,500,0.2,4096
91,91,7.461748700006865,187.0,46126.0,500,0.2,4096
92,92,7.539691900004982,187.0,46627.0,500,0.2,4096
93,93,7.614869000011822,187.0,47128.0,500,0.2,4096
94,94,7.704089600010775,189.0,47630.0,500,0.2,4096
95,95,7.779028400007519,189.0,48131.0,500,0.2,4096
96,96,7.861274499999126,189.0,48632.0,500,0.2,4096
97,97,7.955217599999742,189.0,49133.0,500,0.2,4096
98,98,8.026739000008092,189.0,49634.0,500,0.2,4096
99,99,8.106814500002656,189.0,50135.0,500,0.2,4096
100,100,8.176941700003226,189.0,50636.0,500,0.2,4096
101,101,8.246938500000397,189.0,51137.0,500,0.2,4096
102,102,8.321712300006766,189.0,51638.0,500,0.2,4096
103,103,8.404094900004566,189.0,52139.0,500,0.2,4096
104,104,8.483958000011626,189.0,52640.0,500,0.2,4096
105,105,8.570623200008413,189.0,53141.0,500,0.2,4096
106,106,8.662412900011986,189.0,53642.0,500,0.2,4096
107,107,8.736855700000888,189.0,54143.0,500,0.2,4096
108,108,8.810843500003102,189.0,54644.0,500,0.2,4096
109,109,8.904629100012244,189.0,55145.0,500,0.2,4096
110,110,8.984339500006172,189.0,55646.0,500,0.2,4096
111,111,9.077086100005545,189.0,56147.0,500,0.2,4096
112,112,9.158703900000546,189.0,56648.0,500,0.2,4096
