,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,7.247853500011843,29.0,8000.0,True,8000,0.75,4096
1,1,28.346586200001184,17.0,16002.0,True,8000,0.75,4096
2,2,49.32264950001263,17.0,24003.0,True,8000,0.75,4096
3,3,69.37429790000897,14.0,32005.0,True,8000,0.75,4096
4,4,89.61259249999421,14.0,40006.0,True,8000,0.75,4096
5,5,110.15298270000494,14.0,48007.0,True,8000,0.75,4096
6,6,130.69638020001003,14.0,56008.0,True,8000,0.75,4096
7,7,151.73984490000294,14.0,64009.0,True,8000,0.75,4096
8,8,173.14338110000244,14.0,72010.0,True,8000,0.75,4096
9,9,195.06237600001623,14.0,80011.0,True,8000,0.75,4096
10,10,216.52424660001998,14.0,88012.0,True,8000,0.75,4096
11,11,238.4110040999949,14.0,96013.0,True,8000,0.75,4096
12,12,260.0657058999932,14.0,104014.0,True,8000,0.75,4096
13,13,281.6667779000127,14.0,112015.0,True,8000,0.75,4096
14,14,303.7359424000024,14.0,120016.0,True,8000,0.75,4096
15,15,325.0867353999929,14.0,128017.0,True,8000,0.75,4096
16,16,346.38232050000806,14.0,136018.0,True,8000,0.75,4096
17,17,367.7088097000087,14.0,144019.0,True,8000,0.75,4096
18,18,387.92620390001684,14.0,152020.0,True,8000,0.75,4096
19,19,407.9170956000162,14.0,160021.0,True,8000,0.75,4096
20,20,427.42363080001087,14.0,168022.0,True,8000,0.75,4096
21,21,446.1287939000176,14.0,176023.0,True,8000,0.75,4096
22,22,464.2306726000097,14.0,184024.0,True,8000,0.75,4096
23,23,482.68568339999183,14.0,192025.0,True,8000,0.75,4096
24,24,500.8586692000099,14.0,200026.0,True,8000,0.75,4096
25,25,519.049817799998,14.0,208027.0,True,8000,0.75,4096
26,26,537.2159568000061,14.0,216028.0,True,8000,0.75,4096
27,27,555.1494760000205,14.0,224029.0,True,8000,0.75,4096
28,28,573.8640372999944,14.0,232030.0,True,8000,0.75,4096
29,29,592.4675646999967,14.0,240031.0,True,8000,0.75,4096
30,30,610.2455276999972,14.0,248032.0,True,8000,0.75,4096
31,31,628.0575914999936,14.0,256033.0,True,8000,0.75,4096
32,32,645.8108901999949,14.0,264034.0,True,8000,0.75,4096
33,33,663.9732258000004,14.0,272035.0,True,8000,0.75,4096
34,34,681.9622807000123,14.0,280036.0,True,8000,0.75,4096
35,35,700.0658049000194,14.0,288037.0,True,8000,0.75,4096
36,36,718.3314428000012,14.0,296038.0,True,8000,0.75,4096
37,37,736.6692712999939,14.0,304039.0,True,8000,0.75,4096
38,38,754.9475413000036,14.0,312040.0,True,8000,0.75,4096
39,39,773.3404313999927,14.0,320041.0,True,8000,0.75,4096
40,40,793.777760099998,14.0,328042.0,True,8000,0.75,4096
41,41,812.759066700004,12.0,336044.0,True,8000,0.75,4096
42,42,831.1195478000154,12.0,344045.0,True,8000,0.75,4096
43,43,849.7671049000055,12.0,352046.0,True,8000,0.75,4096
44,44,868.559831999999,12.0,360047.0,True,8000,0.75,4096
45,45,886.5756234000146,12.0,368048.0,True,8000,0.75,4096
46,46,904.2773090999981,12.0,376049.0,True,8000,0.75,4096
47,47,922.2940605000185,12.0,384050.0,True,8000,0.75,4096
48,48,940.3006341000146,12.0,392051.0,True,8000,0.75,4096
49,49,958.316266400012,12.0,400052.0,True,8000,0.75,4096
50,50,976.394982400001,12.0,408053.0,True,8000,0.75,4096
51,51,994.709173100011,12.0,416054.0,True,8000,0.75,4096
52,52,1012.9777255000081,12.0,424055.0,True,8000,0.75,4096
53,53,1031.214781000017,12.0,432056.0,True,8000,0.75,4096
54,54,1049.4452303000144,12.0,440057.0,True,8000,0.75,4096
55,55,1067.815370700002,12.0,448058.0,True,8000,0.75,4096
56,56,1085.200955200009,12.0,456059.0,True,8000,0.75,4096
57,57,1102.648682900006,12.0,464060.0,True,8000,0.75,4096
58,58,1120.4156698000152,12.0,472061.0,True,8000,0.75,4096
59,59,1138.2446577000082,12.0,480062.0,True,8000,0.75,4096
60,60,1156.299528100004,12.0,488063.0,True,8000,0.75,4096
61,61,1174.4168330999964,12.0,496064.0,True,8000,0.75,4096
62,62,1192.6000369999965,12.0,504065.0,True,8000,0.75,4096
63,63,1210.8221729999932,12.0,512066.0,True,8000,0.75,4096
64,64,1229.1605206000095,12.0,520067.0,True,8000,0.75,4096
65,65,1247.6451443000115,12.0,528068.0,True,8000,0.75,4096
66,66,1265.8780140000163,12.0,536069.0,True,8000,0.75,4096
67,67,1283.253754400008,12.0,544070.0,True,8000,0.75,4096
68,68,1301.0462902,12.0,552071.0,True,8000,0.75,4096
69,69,1318.6203091999923,12.0,560072.0,True,8000,0.75,4096
70,70,1336.6128631000174,12.0,568073.0,True,8000,0.75,4096
71,71,1354.58441760001,12.0,576074.0,True,8000,0.75,4096
72,72,1372.8191937000083,12.0,584075.0,True,8000,0.75,4096
73,73,1391.281778900011,12.0,592076.0,True,8000,0.75,4096
