,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,29.0,8000,7.247853500011843,"[6, 19, 28, 14, 10, 7, 28, 20, 6, 25, 18, 22, 10, 10, 23, 20, 3, 7, 23, 2, 21, 20, 1, 23, 11, 29, 5, 1, 31, 27, 20, 0]",True,8000,0.75,4096
1,4096,4.0,2632338,6670.977488200006,"[20.0, 11.0, 8.0, 25.0, 15.0, 3.0, 0.0, 26.0, 21.0, 5.0, 24.0, 29.0, 12.0, 4.0, 31.0, 7.0, 0.0, 4.0, 30.0, 18.0, 15.0, 22.0, 27.0, 16.0, 2.0, 6.0, 28.0, 9.0, 14.0, 1.0, 13.0, 10.0]",True,8000,0.75,4096
