,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.16337470000144094,24.0,4000.0,True,4000,0.25,4096
1,1,0.3055425000056857,37.0,8002.0,True,4000,0.25,4096
2,2,0.43070470000384375,37.0,12003.0,True,4000,0.25,4096
3,3,0.5532787999982247,37.0,16004.0,True,4000,0.25,4096
4,4,0.6814518000028329,37.0,20005.0,True,4000,0.25,4096
5,5,0.8351036999956705,37.0,24006.0,True,4000,0.25,4096
6,6,0.9551618999976199,37.0,28007.0,True,4000,0.25,4096
7,7,1.0907009999937145,37.0,32008.0,True,4000,0.25,4096
8,8,1.2911493999999948,37.0,36009.0,True,4000,0.25,4096
9,9,1.5424638999975286,37.0,40010.0,True,4000,0.25,4096
10,10,1.7199457999959122,37.0,44011.0,True,4000,0.25,4096
11,11,1.8850340000062715,37.0,48012.0,True,4000,0.25,4096
12,12,2.0571215999952983,37.0,52013.0,True,4000,0.25,4096
13,13,2.2241744000057224,37.0,56014.0,True,4000,0.25,4096
14,14,2.3982692999998108,37.0,60015.0,True,4000,0.25,4096
15,15,2.567526500002714,37.0,64016.0,True,4000,0.25,4096
16,16,2.7378602999961004,37.0,68017.0,True,4000,0.25,4096
17,17,2.9174847999966005,37.0,72018.0,True,4000,0.25,4096
18,18,3.0935364000033587,37.0,76019.0,True,4000,0.25,4096
19,19,3.265966399994795,37.0,80020.0,True,4000,0.25,4096
20,20,3.4476345000002766,37.0,84021.0,True,4000,0.25,4096
21,21,3.6192023000039626,37.0,88022.0,True,4000,0.25,4096
22,22,3.8039783999993233,37.0,92023.0,True,4000,0.25,4096
23,23,3.973479000007501,37.0,96024.0,True,4000,0.25,4096
24,24,4.149543100007577,37.0,100025.0,True,4000,0.25,4096
25,25,4.318924299994251,37.0,104026.0,True,4000,0.25,4096
26,26,4.478178899997147,37.0,108027.0,True,4000,0.25,4096
27,27,4.643843099998776,37.0,112028.0,True,4000,0.25,4096
28,28,4.804152400000021,37.0,116029.0,True,4000,0.25,4096
29,29,4.98188300000038,37.0,120030.0,True,4000,0.25,4096
30,30,5.161033299998962,37.0,124031.0,True,4000,0.25,4096
31,31,5.340269399996032,37.0,128032.0,True,4000,0.25,4096
32,32,5.510193199996138,37.0,132033.0,True,4000,0.25,4096
33,33,5.677946499999962,37.0,136034.0,True,4000,0.25,4096
34,34,5.839613000003737,37.0,140035.0,True,4000,0.25,4096
35,35,6.022631500003627,37.0,144036.0,True,4000,0.25,4096
36,36,6.211960800006636,37.0,148037.0,True,4000,0.25,4096
37,37,6.3987220999988494,37.0,152038.0,True,4000,0.25,4096
38,38,6.571217100005015,37.0,156039.0,True,4000,0.25,4096
39,39,6.7301892999967095,37.0,160040.0,True,4000,0.25,4096
40,40,6.90499880000425,37.0,164041.0,True,4000,0.25,4096
41,41,7.074921799998265,37.0,168042.0,True,4000,0.25,4096
42,42,7.2579249999980675,37.0,172043.0,True,4000,0.25,4096
43,43,7.457584799994947,37.0,176044.0,True,4000,0.25,4096
44,44,7.632696900007431,37.0,180045.0,True,4000,0.25,4096
45,45,7.792259900001227,37.0,184046.0,True,4000,0.25,4096
46,46,7.955092799995327,37.0,188047.0,True,4000,0.25,4096
47,47,8.123960400000215,37.0,192048.0,True,4000,0.25,4096
48,48,8.307529600002454,37.0,196049.0,True,4000,0.25,4096
49,49,8.486137400002917,37.0,200050.0,True,4000,0.25,4096
50,50,8.685508800001116,37.0,204051.0,True,4000,0.25,4096
51,51,8.857957500003977,37.0,208052.0,True,4000,0.25,4096
52,52,9.02755139999499,37.0,212053.0,True,4000,0.25,4096
53,53,9.20977159999893,37.0,216054.0,True,4000,0.25,4096
54,54,9.38534979999531,37.0,220055.0,True,4000,0.25,4096
55,55,9.544769500003895,37.0,224056.0,True,4000,0.25,4096
56,56,9.708559399994556,37.0,228057.0,True,4000,0.25,4096
57,57,9.875519099994563,37.0,232058.0,True,4000,0.25,4096
58,58,10.047523700006423,37.0,236059.0,True,4000,0.25,4096
59,59,10.245014800006174,37.0,240060.0,True,4000,0.25,4096
60,60,10.414124999995693,37.0,244061.0,True,4000,0.25,4096
61,61,10.575871099994401,37.0,248062.0,True,4000,0.25,4096
62,62,10.738972999999532,37.0,252063.0,True,4000,0.25,4096
63,63,10.901373600005172,37.0,256064.0,True,4000,0.25,4096
64,64,11.074449000007007,37.0,260065.0,True,4000,0.25,4096
65,65,11.27670119999675,37.0,264066.0,True,4000,0.25,4096
66,66,11.481394400005229,37.0,268067.0,True,4000,0.25,4096
67,67,11.655769899996812,37.0,272068.0,True,4000,0.25,4096
68,68,11.823192299998482,37.0,276069.0,True,4000,0.25,4096
69,69,11.985219499998493,37.0,280070.0,True,4000,0.25,4096
70,70,12.148685499996645,37.0,284071.0,True,4000,0.25,4096
71,71,12.323463599997922,37.0,288072.0,True,4000,0.25,4096
72,72,12.499786800006405,37.0,292073.0,True,4000,0.25,4096
73,73,12.679094100007205,37.0,296074.0,True,4000,0.25,4096
74,74,12.844747800001642,37.0,300075.0,True,4000,0.25,4096
75,75,13.008759999996983,37.0,304076.0,True,4000,0.25,4096
76,76,13.18819380000059,37.0,308077.0,True,4000,0.25,4096
77,77,13.366768199994112,37.0,312078.0,True,4000,0.25,4096
78,78,13.551238200001535,37.0,316079.0,True,4000,0.25,4096
79,79,13.721016199997393,37.0,320080.0,True,4000,0.25,4096
80,80,13.880298400006723,37.0,324081.0,True,4000,0.25,4096
81,81,14.053522100002738,37.0,328082.0,True,4000,0.25,4096
82,82,14.225906299994676,37.0,332083.0,True,4000,0.25,4096
83,83,14.400148300002911,37.0,336084.0,True,4000,0.25,4096
84,84,14.57497929999954,37.0,340085.0,True,4000,0.25,4096
85,85,14.74116829999548,37.0,344086.0,True,4000,0.25,4096
86,86,14.90884200000437,37.0,348087.0,True,4000,0.25,4096
87,87,15.079155100000207,37.0,352088.0,True,4000,0.25,4096
88,88,15.246362300007604,37.0,356089.0,True,4000,0.25,4096
89,89,15.4301284999965,37.0,360090.0,True,4000,0.25,4096
90,90,15.596261400001822,37.0,364091.0,True,4000,0.25,4096
91,91,15.767418500006897,37.0,368092.0,True,4000,0.25,4096
92,92,15.95249270000204,37.0,372093.0,True,4000,0.25,4096
93,93,16.132497900005546,37.0,376094.0,True,4000,0.25,4096
94,94,16.312147699994966,37.0,380095.0,True,4000,0.25,4096
95,95,16.486092899998766,37.0,384096.0,True,4000,0.25,4096
96,96,16.647666499993647,37.0,388097.0,True,4000,0.25,4096
97,97,16.807857599997078,37.0,392098.0,True,4000,0.25,4096
98,98,16.969102300005034,37.0,396099.0,True,4000,0.25,4096
99,99,17.145563400001265,37.0,400100.0,True,4000,0.25,4096
100,100,17.310783900000388,37.0,404101.0,True,4000,0.25,4096
101,101,17.50169809999352,37.0,408102.0,True,4000,0.25,4096
102,102,17.67884530000447,37.0,412103.0,True,4000,0.25,4096
103,103,17.86061950000294,37.0,416104.0,True,4000,0.25,4096
104,104,18.018390299999737,37.0,420105.0,True,4000,0.25,4096
105,105,18.174898600002052,37.0,424106.0,True,4000,0.25,4096
106,106,18.338950000004843,37.0,428107.0,True,4000,0.25,4096
107,107,18.52411040000152,37.0,432108.0,True,4000,0.25,4096
108,108,18.693550199997844,37.0,436109.0,True,4000,0.25,4096
109,109,18.85447249999561,37.0,440110.0,True,4000,0.25,4096
110,110,19.019185600001947,37.0,444111.0,True,4000,0.25,4096
111,111,19.185445600000094,37.0,448112.0,True,4000,0.25,4096
112,112,19.352783499998623,37.0,452113.0,True,4000,0.25,4096
113,113,19.509488099996815,37.0,456114.0,True,4000,0.25,4096
114,114,19.680040899998858,37.0,460115.0,True,4000,0.25,4096
115,115,19.8388896999968,37.0,464116.0,True,4000,0.25,4096
116,116,20.008554100000765,37.0,468117.0,True,4000,0.25,4096
117,117,20.175344400005997,37.0,472118.0,True,4000,0.25,4096
118,118,20.34039880000637,37.0,476119.0,True,4000,0.25,4096
119,119,20.50817640000605,37.0,480120.0,True,4000,0.25,4096
120,120,20.669968999995035,37.0,484121.0,True,4000,0.25,4096
121,121,20.8264438000042,37.0,488122.0,True,4000,0.25,4096
122,122,20.992147900004056,37.0,492123.0,True,4000,0.25,4096
123,123,21.1621196000051,37.0,496124.0,True,4000,0.25,4096
124,124,21.34688820000156,37.0,500125.0,True,4000,0.25,4096
125,125,21.5096937000053,37.0,504126.0,True,4000,0.25,4096
126,126,21.673823300006916,37.0,508127.0,True,4000,0.25,4096
127,127,21.829319700002088,37.0,512128.0,True,4000,0.25,4096
128,128,22.020806300002732,37.0,516129.0,True,4000,0.25,4096
129,129,22.192869100006646,37.0,520130.0,True,4000,0.25,4096
130,130,22.3572395999945,37.0,524131.0,True,4000,0.25,4096
131,131,22.552261200005887,37.0,528132.0,True,4000,0.25,4096
132,132,22.728512800007593,37.0,532133.0,True,4000,0.25,4096
133,133,22.90719790000003,37.0,536134.0,True,4000,0.25,4096
134,134,23.068205699993996,37.0,540135.0,True,4000,0.25,4096
135,135,23.232983299996704,37.0,544136.0,True,4000,0.25,4096
136,136,23.422905500003253,37.0,548137.0,True,4000,0.25,4096
137,137,23.601550999999745,37.0,552138.0,True,4000,0.25,4096
138,138,23.767424200006644,37.0,556139.0,True,4000,0.25,4096
139,139,23.939643300007447,37.0,560140.0,True,4000,0.25,4096
140,140,24.102526400005445,37.0,564141.0,True,4000,0.25,4096
141,141,24.278468799995608,37.0,568142.0,True,4000,0.25,4096
142,142,24.44489070000418,37.0,572143.0,True,4000,0.25,4096
143,143,24.61528189999808,37.0,576144.0,True,4000,0.25,4096
144,144,24.778209800002514,37.0,580145.0,True,4000,0.25,4096
145,145,24.952283399994485,37.0,584146.0,True,4000,0.25,4096
146,146,25.13147229999595,37.0,588147.0,True,4000,0.25,4096
147,147,25.306047100006253,37.0,592148.0,True,4000,0.25,4096
148,148,25.470266999996966,37.0,596149.0,True,4000,0.25,4096
149,149,25.626992699995753,37.0,600150.0,True,4000,0.25,4096
150,150,25.798683300003177,37.0,604151.0,True,4000,0.25,4096
151,151,25.985675200005062,37.0,608152.0,True,4000,0.25,4096
152,152,26.1516069000063,37.0,612153.0,True,4000,0.25,4096
153,153,26.317393899997114,37.0,616154.0,True,4000,0.25,4096
154,154,26.482518599994364,37.0,620155.0,True,4000,0.25,4096
155,155,26.65758040000219,37.0,624156.0,True,4000,0.25,4096
156,156,26.846825100001297,37.0,628157.0,True,4000,0.25,4096
157,157,27.018562800003565,37.0,632158.0,True,4000,0.25,4096
158,158,27.186681399994995,37.0,636159.0,True,4000,0.25,4096
159,159,27.369489499993506,37.0,640160.0,True,4000,0.25,4096
160,160,27.53577879999648,37.0,644161.0,True,4000,0.25,4096
161,161,27.70264319999842,37.0,648162.0,True,4000,0.25,4096
162,162,27.870636299994658,37.0,652163.0,True,4000,0.25,4096
163,163,28.042837700006203,37.0,656164.0,True,4000,0.25,4096
164,164,28.202090699996916,37.0,660165.0,True,4000,0.25,4096
165,165,28.38996529999713,37.0,664166.0,True,4000,0.25,4096
166,166,28.569132899996475,37.0,668167.0,True,4000,0.25,4096
167,167,28.728375100006815,37.0,672168.0,True,4000,0.25,4096
168,168,28.889039800007595,37.0,676169.0,True,4000,0.25,4096
169,169,29.048865400007344,37.0,680170.0,True,4000,0.25,4096
170,170,29.21515940000245,37.0,684171.0,True,4000,0.25,4096
171,171,29.403991800005315,37.0,688172.0,True,4000,0.25,4096
172,172,29.56803629999922,37.0,692173.0,True,4000,0.25,4096
173,173,29.73111059999792,37.0,696174.0,True,4000,0.25,4096
174,174,29.89227640000172,37.0,700175.0,True,4000,0.25,4096
175,175,30.05963360000169,37.0,704176.0,True,4000,0.25,4096
176,176,30.22799149999628,37.0,708177.0,True,4000,0.25,4096
177,177,30.40933710000536,37.0,712178.0,True,4000,0.25,4096
178,178,30.57217660000606,37.0,716179.0,True,4000,0.25,4096
179,179,30.734726199996658,37.0,720180.0,True,4000,0.25,4096
180,180,30.911249900003895,37.0,724181.0,True,4000,0.25,4096
181,181,31.0772169999982,37.0,728182.0,True,4000,0.25,4096
182,182,31.238052500004414,37.0,732183.0,True,4000,0.25,4096
183,183,31.412619900002028,37.0,736184.0,True,4000,0.25,4096
184,184,31.58400069999334,37.0,740185.0,True,4000,0.25,4096
185,185,31.744567300003837,37.0,744186.0,True,4000,0.25,4096
186,186,31.90418500000669,37.0,748187.0,True,4000,0.25,4096
187,187,32.06476649999968,37.0,752188.0,True,4000,0.25,4096
188,188,32.22814560000552,37.0,756189.0,True,4000,0.25,4096
189,189,32.42823910000152,37.0,760190.0,True,4000,0.25,4096
190,190,32.590304500001366,37.0,764191.0,True,4000,0.25,4096
191,191,32.7494766000018,37.0,768192.0,True,4000,0.25,4096
192,192,32.91259209999407,37.0,772193.0,True,4000,0.25,4096
193,193,33.09581850000541,37.0,776194.0,True,4000,0.25,4096
194,194,33.266341499998816,37.0,780195.0,True,4000,0.25,4096
195,195,33.434408000000985,37.0,784196.0,True,4000,0.25,4096
196,196,33.602295200005756,37.0,788197.0,True,4000,0.25,4096
197,197,33.76314399999683,37.0,792198.0,True,4000,0.25,4096
198,198,33.92074450000655,37.0,796199.0,True,4000,0.25,4096
199,199,34.08158120000735,37.0,800200.0,True,4000,0.25,4096
200,200,34.24442370000179,37.0,804201.0,True,4000,0.25,4096
201,201,34.418479700005264,37.0,808202.0,True,4000,0.25,4096
