,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.008320100008859299,28.0,0.0,2000,0.4,4096
1,1,0.35743010000442155,43.0,2.0,2000,0.4,4096
2,2,0.7322068000066793,43.0,3.0,2000,0.4,4096
3,3,1.1205628000025172,43.0,4.0,2000,0.4,4096
4,4,1.4991182000085246,45.0,6.0,2000,0.4,4096
5,5,1.8433915000059642,48.0,8.0,2000,0.4,4096
6,6,2.1844647000107216,48.0,9.0,2000,0.4,4096
7,7,2.5145651000057114,49.0,11.0,2000,0.4,4096
8,8,2.9432078000099864,49.0,12.0,2000,0.4,4096
9,9,3.3190750000067055,51.0,14.0,2000,0.4,4096
10,10,3.6575922000047285,51.0,15.0,2000,0.4,4096
11,11,4.000917700002901,51.0,16.0,2000,0.4,4096
12,12,4.340860000011162,51.0,17.0,2000,0.4,4096
13,13,4.700288400010322,51.0,18.0,2000,0.4,4096
14,14,5.048026300006313,52.0,20.0,2000,0.4,4096
15,15,5.409241900008055,54.0,22.0,2000,0.4,4096
16,16,5.8210317000048235,54.0,23.0,2000,0.4,4096
17,17,6.179835200004163,54.0,24.0,2000,0.4,4096
18,18,6.588557100010803,55.0,26.0,2000,0.4,4096
19,19,7.036342200008221,55.0,27.0,2000,0.4,4096
20,20,7.451553999999305,55.0,28.0,2000,0.4,4096
21,21,7.89351570000872,55.0,29.0,2000,0.4,4096
22,22,8.354427800004487,55.0,30.0,2000,0.4,4096
23,23,8.788315800004057,55.0,31.0,2000,0.4,4096
24,24,9.212147800004459,56.0,33.0,2000,0.4,4096
25,25,9.640126700003748,57.0,35.0,2000,0.4,4096
26,26,10.083500400010962,57.0,36.0,2000,0.4,4096
27,27,10.534580100007588,57.0,37.0,2000,0.4,4096
28,28,10.948469700000715,57.0,38.0,2000,0.4,4096
29,29,11.264552799999365,58.0,40.0,2000,0.4,4096
30,30,11.61912280000979,58.0,41.0,2000,0.4,4096
31,31,11.935047300008591,58.0,42.0,2000,0.4,4096
32,32,12.284524200003943,58.0,43.0,2000,0.4,4096
33,33,12.621252600001753,58.0,44.0,2000,0.4,4096
34,34,12.966001000007964,58.0,45.0,2000,0.4,4096
35,35,13.33420370001113,58.0,46.0,2000,0.4,4096
36,36,13.667164800004684,58.0,47.0,2000,0.4,4096
37,37,14.028878400000394,58.0,48.0,2000,0.4,4096
38,38,14.355240700009745,58.0,49.0,2000,0.4,4096
39,39,14.689715700005763,58.0,50.0,2000,0.4,4096
40,40,15.02928350000002,58.0,51.0,2000,0.4,4096
41,41,15.352301999999327,58.0,52.0,2000,0.4,4096
42,42,15.69507750000048,58.0,53.0,2000,0.4,4096
43,43,16.01275040001201,58.0,54.0,2000,0.4,4096
44,44,16.340761100000236,58.0,55.0,2000,0.4,4096
45,45,16.695641600003,58.0,56.0,2000,0.4,4096
46,46,17.07952740001201,58.0,57.0,2000,0.4,4096
47,47,17.508957800004282,58.0,58.0,2000,0.4,4096
48,48,17.84363139999914,58.0,59.0,2000,0.4,4096
49,49,18.217973400009214,58.0,60.0,2000,0.4,4096
50,50,18.55364830000326,58.0,61.0,2000,0.4,4096
51,51,18.926556700011133,58.0,62.0,2000,0.4,4096
52,52,19.27249450000818,58.0,63.0,2000,0.4,4096
53,53,19.59245660000306,58.0,64.0,2000,0.4,4096
54,54,19.938649900010205,58.0,65.0,2000,0.4,4096
55,55,20.308181400003377,58.0,66.0,2000,0.4,4096
56,56,20.664707800009637,58.0,67.0,2000,0.4,4096
57,57,21.005698200009647,58.0,68.0,2000,0.4,4096
58,58,21.322055500000715,58.0,69.0,2000,0.4,4096
59,59,21.66360280000663,58.0,70.0,2000,0.4,4096
60,60,22.00713050000195,58.0,71.0,2000,0.4,4096
61,61,22.33454760001041,58.0,72.0,2000,0.4,4096
62,62,22.66944830000284,58.0,73.0,2000,0.4,4096
63,63,23.0089672000031,58.0,74.0,2000,0.4,4096
64,64,23.346667200006777,58.0,75.0,2000,0.4,4096
65,65,23.698080700007267,58.0,76.0,2000,0.4,4096
66,66,24.05639960001281,58.0,77.0,2000,0.4,4096
67,67,24.403685000012047,58.0,78.0,2000,0.4,4096
68,68,24.746007200010354,58.0,79.0,2000,0.4,4096
69,69,25.106951699999627,58.0,80.0,2000,0.4,4096
70,70,25.443382800003747,58.0,81.0,2000,0.4,4096
71,71,25.79111190000549,58.0,82.0,2000,0.4,4096
72,72,26.16093310000724,58.0,83.0,2000,0.4,4096
73,73,26.527578300010646,58.0,84.0,2000,0.4,4096
74,74,26.87391629999911,58.0,85.0,2000,0.4,4096
75,75,27.2325753000041,58.0,86.0,2000,0.4,4096
76,76,27.586688000010327,58.0,87.0,2000,0.4,4096
77,77,27.924654000002192,58.0,88.0,2000,0.4,4096
78,78,28.272090900005423,58.0,89.0,2000,0.4,4096
79,79,28.604532099998323,58.0,90.0,2000,0.4,4096
80,80,28.954590699999244,58.0,91.0,2000,0.4,4096
81,81,29.29936020000605,58.0,92.0,2000,0.4,4096
82,82,29.65709340000467,58.0,93.0,2000,0.4,4096
83,83,30.039016800001264,58.0,94.0,2000,0.4,4096
84,84,30.352398000002722,58.0,95.0,2000,0.4,4096
85,85,30.69990430001053,58.0,96.0,2000,0.4,4096
86,86,31.036006800000905,58.0,97.0,2000,0.4,4096
87,87,31.36861720000161,58.0,98.0,2000,0.4,4096
88,88,31.70054030000756,58.0,99.0,2000,0.4,4096
89,89,32.034593200005475,58.0,100.0,2000,0.4,4096
90,90,32.42181590000109,58.0,101.0,2000,0.4,4096
91,91,32.75509850001254,58.0,102.0,2000,0.4,4096
92,92,33.132378300011624,58.0,103.0,2000,0.4,4096
93,93,33.596927100006724,58.0,104.0,2000,0.4,4096
94,94,33.97716140000557,58.0,105.0,2000,0.4,4096
95,95,34.32127090000722,58.0,106.0,2000,0.4,4096
96,96,34.65521940001054,58.0,107.0,2000,0.4,4096
97,97,35.01086700000451,58.0,108.0,2000,0.4,4096
98,98,35.34626650001155,58.0,109.0,2000,0.4,4096
99,99,35.69275539999944,58.0,110.0,2000,0.4,4096
100,100,36.03352390001237,58.0,111.0,2000,0.4,4096
101,101,36.37744520000706,58.0,112.0,2000,0.4,4096
102,102,36.71730440000829,58.0,113.0,2000,0.4,4096
103,103,37.05168300001242,58.0,114.0,2000,0.4,4096
104,104,37.3721469000011,58.0,115.0,2000,0.4,4096
105,105,37.709442899998976,58.0,116.0,2000,0.4,4096
106,106,38.095952400006354,58.0,117.0,2000,0.4,4096
107,107,38.58106100000441,58.0,118.0,2000,0.4,4096
108,108,38.94728570000734,58.0,119.0,2000,0.4,4096
109,109,39.30726539999887,58.0,120.0,2000,0.4,4096
110,110,39.660072200000286,58.0,121.0,2000,0.4,4096
111,111,40.10749350000697,58.0,122.0,2000,0.4,4096
112,112,40.528845799999544,58.0,123.0,2000,0.4,4096
113,113,40.9067866000114,58.0,124.0,2000,0.4,4096
114,114,41.25344120000955,58.0,125.0,2000,0.4,4096
115,115,41.588204500003485,58.0,126.0,2000,0.4,4096
116,116,41.93102600000566,58.0,127.0,2000,0.4,4096
117,117,42.27238800001214,58.0,128.0,2000,0.4,4096
118,118,42.6207895000116,58.0,129.0,2000,0.4,4096
119,119,42.97969060001196,58.0,130.0,2000,0.4,4096
120,120,43.315572799998336,58.0,131.0,2000,0.4,4096
121,121,43.66703340000822,58.0,132.0,2000,0.4,4096
122,122,44.05638870000257,58.0,133.0,2000,0.4,4096
123,123,44.47133410000242,58.0,134.0,2000,0.4,4096
