,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,29.0,200,0.1558923999837134,"[6, 19, 28, 14, 10, 7, 28, 20, 6, 25, 18, 22, 10, 10, 23, 20, 3, 7, 23, 2, 21, 20, 1, 23, 11, 29, 5, 1, 31, 27, 20, 0]",200,0.6,4096
1,4096,0.0,47251,40.83141379998415,"[8, 6, 30, 2, 13, 5, 24, 19, 15, 7, 26, 1, 27, 9, 0, 12, 18, 28, 31, 14, 4, 22, 25, 29, 17, 3, 20, 10, 16, 11, 21, 23]",200,0.6,4096
