,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.013882400002330542,46.0,0.0,2000,0.4,4096
1,1,0.4055813000013586,65.0,2.0,2000,0.4,4096
2,2,0.7790062999993097,69.0,4.0,2000,0.4,4096
3,3,1.171587200005888,69.0,5.0,2000,0.4,4096
4,4,1.62001820000296,69.0,6.0,2000,0.4,4096
5,5,2.0032465000113007,70.0,8.0,2000,0.4,4096
6,6,2.3792133000097238,71.0,10.0,2000,0.4,4096
7,7,2.7320184000127483,71.0,11.0,2000,0.4,4096
8,8,3.104743600008078,73.0,13.0,2000,0.4,4096
9,9,3.4629834000079427,73.0,14.0,2000,0.4,4096
10,10,3.873655500006862,74.0,16.0,2000,0.4,4096
11,11,4.235372300012386,75.0,18.0,2000,0.4,4096
12,12,4.623687900006189,77.0,20.0,2000,0.4,4096
13,13,5.01216640000348,77.0,21.0,2000,0.4,4096
14,14,5.38291179999942,80.0,23.0,2000,0.4,4096
15,15,5.75453400000697,80.0,24.0,2000,0.4,4096
16,16,6.108334000004106,82.0,26.0,2000,0.4,4096
17,17,6.506847299999208,82.0,27.0,2000,0.4,4096
18,18,6.9803242000052705,83.0,29.0,2000,0.4,4096
19,19,7.40776729999925,86.0,31.0,2000,0.4,4096
20,20,7.840936300010071,86.0,32.0,2000,0.4,4096
21,21,8.280035600007977,86.0,33.0,2000,0.4,4096
22,22,8.712827100011054,86.0,34.0,2000,0.4,4096
23,23,9.121888599998783,87.0,36.0,2000,0.4,4096
24,24,9.501999600004638,87.0,37.0,2000,0.4,4096
25,25,9.903201400011312,90.0,39.0,2000,0.4,4096
26,26,10.307044800007134,90.0,40.0,2000,0.4,4096
27,27,10.655726900004083,90.0,41.0,2000,0.4,4096
28,28,11.03580630000215,90.0,42.0,2000,0.4,4096
29,29,11.409940700003062,90.0,43.0,2000,0.4,4096
30,30,11.814196200008155,91.0,45.0,2000,0.4,4096
31,31,12.175101000000723,91.0,46.0,2000,0.4,4096
32,32,12.565759300006903,92.0,48.0,2000,0.4,4096
33,33,12.983372200003942,94.0,50.0,2000,0.4,4096
34,34,13.355954400001792,94.0,51.0,2000,0.4,4096
35,35,13.753847100000712,94.0,52.0,2000,0.4,4096
36,36,14.115791900010663,94.0,53.0,2000,0.4,4096
37,37,14.497283600008814,94.0,54.0,2000,0.4,4096
38,38,14.876345399999991,95.0,56.0,2000,0.4,4096
39,39,15.262010300008114,95.0,57.0,2000,0.4,4096
40,40,15.638998200010974,96.0,59.0,2000,0.4,4096
41,41,16.008125699998345,96.0,60.0,2000,0.4,4096
42,42,16.38417180000397,96.0,61.0,2000,0.4,4096
43,43,16.74830340000335,96.0,62.0,2000,0.4,4096
44,44,17.137235900008818,97.0,64.0,2000,0.4,4096
45,45,17.52556020001066,98.0,66.0,2000,0.4,4096
46,46,17.927702200002386,98.0,67.0,2000,0.4,4096
47,47,18.38550309999846,98.0,68.0,2000,0.4,4096
48,48,18.85464290001255,98.0,69.0,2000,0.4,4096
49,49,19.229434400011087,98.0,70.0,2000,0.4,4096
50,50,19.6334848000115,98.0,71.0,2000,0.4,4096
51,51,20.005773900003987,99.0,73.0,2000,0.4,4096
