,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,19.0,0,0.0010667000024113804,"[6, 3, 12, 14, 10, 7, 12, 4, 6, 9, 2, 6, 10, 10, 7, 4]",geometric,6,0.99,0.001,5.999935676185124,6,4096
1,4096,1.0,4359,11.623998299997766,"[14, 5, 11, 8, 4, 2, 12, 15, 4, 1, 9, 6, 13, 3, 7, 0]",geometric,6,0.99,0.001,5.338444841388572,6,4096
