,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.0013820999884046614,37.0,0.0,5,4096
1,1,0.024786499998299405,39.0,2.0,5,4096
2,2,0.02609259999007918,41.0,4.0,5,4096
3,3,0.02741280000191182,43.0,6.0,5,4096
4,4,0.02876819999073632,43.0,8.0,5,4096
5,5,0.03007529999013059,41.0,10.0,5,4096
6,6,0.03142389999993611,43.0,12.0,5,4096
7,7,0.03275119999307208,41.0,14.0,5,4096
8,8,0.03407379999407567,39.0,16.0,5,4096
9,9,0.03539959999034181,41.0,18.0,5,4096
10,10,0.036711799999466166,43.0,20.0,5,4096
11,11,0.03801779999048449,45.0,22.0,5,4096
12,12,0.03874289999657776,45.0,23.0,5,4096
13,13,0.04005109998979606,45.0,25.0,5,4096
14,14,0.04141140000137966,45.0,27.0,5,4096
15,15,0.04272769999806769,45.0,29.0,5,4096
16,16,0.04404719999001827,45.0,31.0,5,4096
17,17,0.045412799998302944,44.0,33.0,5,4096
18,18,0.046748099994147196,42.0,35.0,5,4096
19,19,0.048117300000740215,44.0,37.0,5,4096
20,20,0.04945900000166148,46.0,39.0,5,4096
21,21,0.05077539999911096,48.0,41.0,5,4096
22,22,0.052138300001388416,46.0,43.0,5,4096
23,23,0.053520000001299195,44.0,45.0,5,4096
24,24,0.054841599994688295,45.0,47.0,5,4096
25,25,0.05617129999154713,43.0,49.0,5,4096
26,26,0.057490799998049624,43.0,51.0,5,4096
27,27,0.058829299989156425,45.0,53.0,5,4096
28,28,0.06015189999016002,47.0,55.0,5,4096
29,29,0.06091439998999704,47.0,56.0,5,4096
30,30,0.06165389998932369,47.0,57.0,5,4096
31,31,0.06240280000201892,47.0,58.0,5,4096
32,32,0.06316059999517165,47.0,59.0,5,4096
33,33,0.06448659999296069,47.0,61.0,5,4096
34,34,0.06581799998821225,47.0,63.0,5,4096
35,35,0.06716149998828769,47.0,65.0,5,4096
36,36,0.06849359998886939,47.0,67.0,5,4096
37,37,0.06926899999962188,47.0,68.0,5,4096
38,38,0.07060769999225158,46.0,70.0,5,4096
39,39,0.07194850000087172,48.0,72.0,5,4096
40,40,0.07330989999172743,50.0,74.0,5,4096
