,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.001634200001717545,46.0,0.0,5,4096
1,1,0.026067900005728006,48.0,2.0,5,4096
2,2,0.027607600000919774,50.0,4.0,5,4096
3,3,0.029146200002287515,52.0,6.0,5,4096
4,4,0.030701600000611506,54.0,8.0,5,4096
5,5,0.03224650000629481,56.0,10.0,5,4096
6,6,0.03309389999776613,56.0,11.0,5,4096
7,7,0.034621400001924485,56.0,13.0,5,4096
8,8,0.036184700002195314,56.0,15.0,5,4096
9,9,0.0383509000093909,54.0,17.0,5,4096
10,10,0.0399467000097502,54.0,19.0,5,4096
11,11,0.040806900011375546,54.0,20.0,5,4096
12,12,0.04249550000531599,52.0,22.0,5,4096
13,13,0.0441556000005221,50.0,24.0,5,4096
14,14,0.04578090000723023,52.0,26.0,5,4096
15,15,0.047381600001244806,54.0,28.0,5,4096
16,16,0.04898690000118222,54.0,30.0,5,4096
17,17,0.05059130000881851,56.0,32.0,5,4096
18,18,0.05220499999995809,58.0,34.0,5,4096
19,19,0.05383480001182761,58.0,36.0,5,4096
20,20,0.055452800006605685,58.0,38.0,5,4096
21,21,0.05705550000129733,58.0,40.0,5,4096
22,22,0.058663600008003414,58.0,42.0,5,4096
23,23,0.06026009999914095,56.0,44.0,5,4096
24,24,0.06115649999992456,56.0,45.0,5,4096
25,25,0.0620548000006238,56.0,46.0,5,4096
26,26,0.06370949999836739,56.0,48.0,5,4096
27,27,0.06531760000507347,56.0,50.0,5,4096
28,28,0.06623870000476018,56.0,51.0,5,4096
29,29,0.06781030001002364,58.0,53.0,5,4096
30,30,0.06939540000166744,58.0,55.0,5,4096
31,31,0.0709711000090465,58.0,57.0,5,4096
32,32,0.07255190001160372,58.0,59.0,5,4096
33,33,0.07424380000156816,58.0,61.0,5,4096
34,34,0.07588200000463985,58.0,63.0,5,4096
35,35,0.0774500999978045,58.0,65.0,5,4096
36,36,0.07962850001058541,58.0,67.0,5,4096
37,37,0.0812350000051083,58.0,69.0,5,4096
38,38,0.08287080000445712,60.0,71.0,5,4096
39,39,0.08449420001124963,60.0,73.0,5,4096
40,40,0.08614010000019334,60.0,75.0,5,4096
41,41,0.08776120000402443,60.0,77.0,5,4096
42,42,0.08865180000429973,60.0,78.0,5,4096
43,43,0.08953180001117289,60.0,79.0,5,4096
44,44,0.09108830000332091,58.0,81.0,5,4096
45,45,0.09195880001061596,58.0,82.0,5,4096
46,46,0.09285180000006221,58.0,83.0,5,4096
47,47,0.09441280001192354,58.0,85.0,5,4096
48,48,0.09706070000538602,58.0,87.0,5,4096
49,49,0.09872610001184512,56.0,89.0,5,4096
50,50,0.10038410000561271,56.0,91.0,5,4096
51,51,0.102008100002422,56.0,93.0,5,4096
52,52,0.10366269999940414,56.0,95.0,5,4096
53,53,0.10532930000044871,56.0,97.0,5,4096
54,54,0.1070666000014171,56.0,99.0,5,4096
55,55,0.10875230000237934,58.0,101.0,5,4096
56,56,0.11039320001145825,58.0,103.0,5,4096
57,57,0.11267400000360794,58.0,105.0,5,4096
58,58,0.11440180000499822,58.0,107.0,5,4096
59,59,0.11607940000249073,60.0,109.0,5,4096
60,60,0.11775460001081228,60.0,111.0,5,4096
61,61,0.11940480000339448,62.0,113.0,5,4096
62,62,0.12037560000317171,62.0,114.0,5,4096
63,63,0.12206310000328813,60.0,116.0,5,4096
64,64,0.1237305000104243,62.0,118.0,5,4096
65,65,0.1253737000079127,64.0,120.0,5,4096
66,66,0.12714229999983218,64.0,122.0,5,4096
67,67,0.12859690000186674,64.0,123.0,5,4096
68,68,0.13032830000156537,62.0,125.0,5,4096
69,69,0.13127310000709258,62.0,126.0,5,4096
70,70,0.13294419999874663,62.0,128.0,5,4096
71,71,0.13392449999810196,62.0,129.0,5,4096
72,72,0.13485770000261255,62.0,130.0,5,4096
73,73,0.13584280000941362,62.0,131.0,5,4096
74,74,0.13677730000927113,62.0,132.0,5,4096
75,75,0.13846870000998024,60.0,134.0,5,4096
76,76,0.14015680000011344,62.0,136.0,5,4096
77,77,0.14115210001182277,62.0,137.0,5,4096
78,78,0.14212770000449382,62.0,138.0,5,4096
79,79,0.1438440000056289,62.0,140.0,5,4096
80,80,0.14553420001175255,64.0,142.0,5,4096
81,81,0.14653630000248086,64.0,143.0,5,4096
82,82,0.14827299999888055,64.0,145.0,5,4096
83,83,0.1499857000017073,64.0,147.0,5,4096
84,84,0.15171650001138914,64.0,149.0,5,4096
85,85,0.15342899999814108,64.0,151.0,5,4096
86,86,0.15513579999969807,62.0,153.0,5,4096
87,87,0.15686139999888837,60.0,155.0,5,4096
88,88,0.15788749999774154,60.0,156.0,5,4096
89,89,0.15964290000556502,62.0,158.0,5,4096
90,90,0.16066350000619423,62.0,159.0,5,4096
91,91,0.1627986000094097,60.0,161.0,5,4096
92,92,0.16458670000429265,58.0,163.0,5,4096
93,93,0.16560710000339895,58.0,164.0,5,4096
94,94,0.16735080000944436,60.0,166.0,5,4096
95,95,0.16911010000330862,60.0,168.0,5,4096
96,96,0.17108320000988897,62.0,170.0,5,4096
97,97,0.17314430000260472,64.0,172.0,5,4096
98,98,0.17430930001137313,64.0,173.0,5,4096
99,99,0.17627310000534635,64.0,175.0,5,4096
100,100,0.17738790001021698,64.0,176.0,5,4096
101,101,0.1800396000035107,64.0,178.0,5,4096
102,102,0.1819212999980664,66.0,180.0,5,4096
103,103,0.1830045000097016,66.0,181.0,5,4096
104,104,0.18411590000323486,66.0,182.0,5,4096
105,105,0.1851924000075087,66.0,183.0,5,4096
106,106,0.1863257000077283,66.0,184.0,5,4096
107,107,0.18744400001014583,66.0,185.0,5,4096
108,108,0.1885735000105342,66.0,186.0,5,4096
109,109,0.19042860000627115,66.0,188.0,5,4096
110,110,0.19226700000581332,66.0,190.0,5,4096
111,111,0.19336869999824557,66.0,191.0,5,4096
112,112,0.19709549999970477,66.0,193.0,5,4096
113,113,0.1989222999982303,64.0,195.0,5,4096
114,114,0.20082120000733994,66.0,197.0,5,4096
115,115,0.20199719999800436,66.0,198.0,5,4096
116,116,0.2031361000117613,66.0,199.0,5,4096
117,117,0.2042409999994561,66.0,200.0,5,4096
118,118,0.20534700001007877,66.0,201.0,5,4096
119,119,0.20715159999963362,64.0,203.0,5,4096
120,120,0.20900290001009125,62.0,205.0,5,4096
121,121,0.21011230000294745,62.0,206.0,5,4096
122,122,0.2119935000082478,62.0,208.0,5,4096
123,123,0.21391630001016892,62.0,210.0,5,4096
124,124,0.21506670000962913,62.0,211.0,5,4096
125,125,0.2172953000117559,62.0,213.0,5,4096
126,126,0.21915610000723973,60.0,215.0,5,4096
127,127,0.22099539999908302,60.0,217.0,5,4096
128,128,0.22287040000082925,60.0,219.0,5,4096
129,129,0.22471560000849422,62.0,221.0,5,4096
130,130,0.22586520000186283,62.0,222.0,5,4096
131,131,0.22699730000749696,62.0,223.0,5,4096
132,132,0.22892930000671186,64.0,225.0,5,4096
133,133,0.23009300000558142,64.0,226.0,5,4096
134,134,0.23143110000819433,64.0,227.0,5,4096
135,135,0.23337349999928847,66.0,229.0,5,4096
136,136,0.23455900000408292,66.0,230.0,5,4096
137,137,0.23649640000076033,66.0,232.0,5,4096
138,138,0.2376661000016611,66.0,233.0,5,4096
139,139,0.2388426000106847,66.0,234.0,5,4096
140,140,0.2407901000115089,66.0,236.0,5,4096
141,141,0.24276110000209883,66.0,238.0,5,4096
142,142,0.24474520000512712,66.0,240.0,5,4096
143,143,0.24671810001018457,64.0,242.0,5,4096
144,144,0.24792390000948217,64.0,243.0,5,4096
145,145,0.2500551999983145,62.0,245.0,5,4096
146,146,0.2519148999999743,64.0,247.0,5,4096
147,147,0.2530620000034105,64.0,248.0,5,4096
148,148,0.2549491000099806,62.0,250.0,5,4096
149,149,0.2568516000028467,62.0,252.0,5,4096
150,150,0.2587628000037512,62.0,254.0,5,4096
151,151,0.25992960001167376,62.0,255.0,5,4096
152,152,0.26197890000185,64.0,257.0,5,4096
153,153,0.2639318000001367,66.0,259.0,5,4096
154,154,0.26585910000721924,66.0,261.0,5,4096
155,155,0.26708040000812616,66.0,262.0,5,4096
156,156,0.26827010000124574,66.0,263.0,5,4096
157,157,0.2701530000049388,64.0,265.0,5,4096
158,158,0.2720726999978069,66.0,267.0,5,4096
159,159,0.27398560001165606,66.0,269.0,5,4096
160,160,0.2752747000049567,66.0,270.0,5,4096
161,161,0.2773038000013912,64.0,272.0,5,4096
162,162,0.2785232000023825,64.0,273.0,5,4096
163,163,0.28045070001098793,64.0,275.0,5,4096
164,164,0.2819234000053257,64.0,276.0,5,4096
165,165,0.28386320000572596,64.0,278.0,5,4096
166,166,0.28579850000096485,64.0,280.0,5,4096
167,167,0.2877390000066953,64.0,282.0,5,4096
168,168,0.28898880000633653,64.0,283.0,5,4096
169,169,0.29023959999904037,64.0,284.0,5,4096
170,170,0.2922656000009738,62.0,286.0,5,4096
171,171,0.2942365000053542,64.0,288.0,5,4096
172,172,0.29625700000906363,64.0,290.0,5,4096
173,173,0.2982592000043951,64.0,292.0,5,4096
174,174,0.299477200009278,64.0,293.0,5,4096
175,175,0.3014430000039283,62.0,295.0,5,4096
176,176,0.30337839999992866,62.0,297.0,5,4096
177,177,0.3053513000049861,60.0,299.0,5,4096
178,178,0.3073385000025155,60.0,301.0,5,4096
179,179,0.30930850000004284,60.0,303.0,5,4096
180,180,0.3105523000122048,60.0,304.0,5,4096
181,181,0.3125084000057541,62.0,306.0,5,4096
182,182,0.313742700003786,62.0,307.0,5,4096
183,183,0.31571000000985805,62.0,309.0,5,4096
184,184,0.31769890000578016,62.0,311.0,5,4096
185,185,0.31897720000415575,62.0,312.0,5,4096
186,186,0.32110630000534,62.0,314.0,5,4096
187,187,0.3224049999989802,62.0,315.0,5,4096
188,188,0.32444480000413023,62.0,317.0,5,4096
189,189,0.3265040000114823,62.0,319.0,5,4096
190,190,0.3285212000046158,62.0,321.0,5,4096
191,191,0.32977550000941847,62.0,322.0,5,4096
192,192,0.33179090000339784,60.0,324.0,5,4096
193,193,0.33375180000439286,62.0,326.0,5,4096
194,194,0.3359099000081187,62.0,328.0,5,4096
195,195,0.33796950000396464,62.0,330.0,5,4096
196,196,0.33931029999803286,62.0,331.0,5,4096
197,197,0.34135660000902135,64.0,333.0,5,4096
198,198,0.3426431000116281,64.0,334.0,5,4096
199,199,0.3446427000017138,66.0,336.0,5,4096
200,200,0.3466847000090638,66.0,338.0,5,4096
201,201,0.34868439999991097,66.0,340.0,5,4096
202,202,0.3501472000061767,66.0,341.0,5,4096
203,203,0.3515023000072688,66.0,342.0,5,4096
204,204,0.3535157000005711,66.0,344.0,5,4096
205,205,0.35558090000995435,66.0,346.0,5,4096
206,206,0.35764329999801703,66.0,348.0,5,4096
207,207,0.3589463000098476,66.0,349.0,5,4096
208,208,0.36024760000873357,66.0,350.0,5,4096
209,209,0.3615276000055019,66.0,351.0,5,4096
210,210,0.3628350000071805,66.0,352.0,5,4096
211,211,0.3641541000106372,66.0,353.0,5,4096
212,212,0.36547950000385754,66.0,354.0,5,4096
213,213,0.36773769999854267,68.0,356.0,5,4096
214,214,0.3699198000103934,68.0,358.0,5,4096
215,215,0.3713302000105614,68.0,359.0,5,4096
216,216,0.37269270000979304,68.0,360.0,5,4096
217,217,0.37484250000852626,68.0,362.0,5,4096
218,218,0.37699250000878237,68.0,364.0,5,4096
219,219,0.3784027000074275,68.0,365.0,5,4096
220,220,0.3805683000100544,68.0,367.0,5,4096
221,221,0.3835436000081245,68.0,369.0,5,4096
222,222,0.3849581000104081,68.0,370.0,5,4096
223,223,0.38631130001158454,68.0,371.0,5,4096
224,224,0.38778640000964515,68.0,372.0,5,4096
225,225,0.3899658000009367,68.0,374.0,5,4096
226,226,0.39139250000880565,68.0,375.0,5,4096
